ID	Transect	Sex	Capitula	TimeUnit	Temperature	PercFlower	Bees	AMPM	MYVEC
1077	5	1	5	15	23	96.1977465	0	0	25
1079	5	1	5	15	23	96.1977465	1	1	60
1081	6	0	1	15	23	14.9910665	0.5	0	26
1083	6	0	1	15	23	14.9910665	0.5	1	61
1085	6	0	2	15	23	70.4616	0	0	27
1087	6	0	2	15	23	70.4616	1.5	1	62
1089	6	0	3	15	23	5.1298965	1	0	28
1091	6	0	3	15	23	5.1298965	2	1	63
1093	6	0	4	15	23	3.6424	0.5	0	29
1095	6	0	4	15	23	3.6424	0	1	64
1097	6	0	5	15	23	19.0134065	0	0	30
1099	6	0	5	15	23	19.0134065	1	1	65
1101	7	0	1	15	23	13.7083765	0.5	0	31
1103	7	0	1	15	23	13.7083765	1.5	1	66
1105	7	0	2	15	23	13.6581365	0.5	0	32
1107	7	0	2	15	23	13.6581365	1	1	67
1109	7	0	3	15	23	13.6581365	1	0	33
1111	7	0	3	15	23	13.6581365	0	1	68
1113	7	0	4	15	23	7.8459965	0.5	0	34
1115	7	0	4	15	23	7.8459965	1	1	69
1117	7	0	5	15	23	5.6322965	0	0	35
1119	7	0	5	15	23	5.6322965	2	1	70
1121	1	1	1	16	25	34.18675	0	0	1
1123	1	1	1	16	25	34.18675	0.5	1	36
1125	1	1	2	16	25	15.89625	0	0	2
1127	1	1	2	16	25	15.89625	0	1	37
1129	1	1	3	16	25	46.54265	0	0	3
1131	1	1	3	16	25	46.54265	0.5	1	38
1133	1	1	4	16	25	54.07865	0	0	4
1135	1	1	4	16	25	54.07865	0.5	1	39
1137	1	1	5	16	25	24.71965	0	0	5
1139	1	1	5	16	25	24.71965	0	1	40
1141	2	1	1	16	25	35.23865	0	0	6
1143	2	1	1	16	25	35.23865	0	1	41
1145	2	1	2	16	25	44.15625	0	0	7
1147	2	1	2	16	25	44.15625	0	1	42
1149	2	1	3	16	25	53.29365	0	0	8
1151	2	1	3	16	25	53.29365	0	1	43
1153	2	1	4	16	25	42.746704	0	0	9
1155	2	1	4	16	25	42.746704	0	1	44
1157	2	1	5	16	25	9.0746	0	0	10
1159	2	1	5	16	25	9.0746	0	1	45
1161	3	1	1	16	25	22.8906	0	0	11
1163	3	1	1	16	25	22.8906	0.5	1	46
1165	3	1	2	16	25	15.89625	0	0	12
1167	3	1	2	16	25	15.89625	0	1	47
1169	3	1	3	16	25	37.37385	0	0	13
1171	3	1	3	16	25	37.37385	0	1	48
1173	3	1	4	16	25	26.4074	0	0	14
1175	3	1	4	16	25	26.4074	0	1	49
1177	3	1	5	16	25	47.7594	0	0	15
1179	3	1	5	16	25	47.7594	0	1	50
1181	4	1	1	16	25	56.71625	0	0	16
1183	4	1	1	16	25	56.71625	0	1	51
1185	4	1	2	16	25	7.54385	0	0	17
1187	4	1	2	16	25	7.54385	0	1	52
1189	4	1	3	16	25	18.84785	0	0	18
1191	4	1	3	16	25	18.84785	0	1	53
1193	4	1	4	16	25	36.2984	0	0	19
1195	4	1	4	16	25	36.2984	0	1	54
1197	4	1	5	16	25	28.26	0.5	0	20
1199	4	1	5	16	25	28.26	0	1	55
1201	5	1	1	16	25	8.54865	0	0	21
1203	5	1	1	16	25	8.54865	0	1	56
1205	5	1	2	16	25	24.6176	0	0	22
1207	5	1	2	16	25	24.6176	0	1	57
1209	5	1	3	16	25	45.75765	0	0	23
1211	5	1	3	16	25	45.75765	0	1	58
1213	5	1	4	16	25	38.465	0.5	0	24
1215	5	1	4	16	25	38.465	0	1	59
1217	5	1	5	16	25	89.87465	0	0	25
1219	5	1	5	16	25	89.87465	0.5	1	60
1221	6	0	1	16	25	8.54865	0.5	0	26
1223	6	0	1	16	25	8.54865	0.5	1	61
1225	6	0	2	16	25	56.52	0	0	27
1227	6	0	2	16	25	56.52	1	1	62
1229	6	0	3	16	25	2.198	1	0	28
1231	6	0	3	16	25	2.198	1	1	63
1233	6	0	4	16	25	1.26385	0.5	0	29
1235	6	0	4	16	25	1.26385	0	1	64
1237	6	0	5	16	25	17.15225	0	0	30
1239	6	0	5	16	25	17.15225	0.5	1	65
1241	7	0	1	16	25	9.11385	0.5	0	31
1243	7	0	1	16	25	9.11385	0.5	1	66
1245	7	0	2	16	25	9.61625	0.5	0	32
1247	7	0	2	16	25	9.61625	0.5	1	67
1249	7	0	3	16	25	0.38465	0.5	0	33
1251	7	0	3	16	25	0.38465	0	1	68
1253	7	0	4	16	25	7.01005	0.5	0	34
1255	7	0	4	16	25	7.01005	0.5	1	69
1257	7	0	5	16	25	2.5434	0	0	35
1259	7	0	5	16	25	2.5434	1	1	70
