Families	Pasture	ac	am	ara	as	bo	ca	co	com	con	cu	cy	eu	grcyn	grresto	had	hsch	hse	hth	ir	la	le	ma	my	ox	pi	ru	rut	sa	scr	so	vi	vit	B1	B2	B3	Block	ALTITUDE	AGE 	CATTLEINTENSITY 	FIELDSLOPE	WEEDINGFRECUENCYIND	PLAGUE	BAREDSOIL 	MINVEGHEIGHT	MAXVEGHEIGHT
p16c9	16	0	0	0	0	0	0	1	1	0	0	1	1	4	3	0	0	0	0	0	5	5	2	0	0	0	1	0	0	1	0	0	0	0	1	0	2	146	3	12	6.6	3	1	0	10	35
p17c1	17	1	0	0	0	0	0	1	1	0	1	4	1	4	2	0	0	0	0	0	4	3	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	180	5	5	7	NA	1	0	15	50
p17c10	17	0	0	0	0	0	0	1	1	0	0	2	1	5	3	0	0	0	0	0	3	4	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	180	5	5	7	NA	1	0	5	35
p17c2	17	0	0	0	1	0	0	2	0	0	0	0	1	6	2	0	0	0	0	1	2	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	2	180	5	5	7	NA	1	0	15	25
p17c3	17	0	1	0	0	0	0	0	1	0	1	4	1	6	1	0	0	0	0	0	2	2	1	0	0	0	1	0	0	1	0	0	1	0	1	0	2	180	5	5	7	NA	1	0	25	50
p17c4	17	2	0	0	0	0	0	1	1	0	0	1	1	6	1	0	0	0	0	0	1	2	1	0	0	0	1	0	0	1	0	0	0	0	1	0	2	180	5	5	7	NA	1	0	20	45
p17c5	17	0	0	0	0	0	0	1	1	0	0	4	1	6	3	0	0	0	0	0	4	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	2	180	5	5	7	NA	1	0	30	45
p17c6	17	0	0	0	0	0	0	1	1	0	0	1	1	5	3	0	0	0	0	0	2	4	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	180	5	5	7	NA	1	0	20	40
p17c7	17	0	0	0	1	0	0	1	1	0	0	1	1	3	4	0	0	0	0	0	4	4	1	0	0	0	1	0	0	2	0	0	0	0	1	0	2	180	5	5	7	NA	1	2	2	25
p17c8	17	0	0	0	1	0	0	0	1	1	1	0	1	5	4	0	0	0	0	0	0	2	1	1	0	0	1	0	0	1	0	0	0	0	1	0	2	180	5	5	7	NA	1	0	15	35
p17c9	17	0	0	0	0	0	0	1	1	0	0	5	1	6	2	0	0	0	0	0	1	2	1	0	1	0	1	0	0	1	0	0	1	0	1	0	2	180	5	5	7	NA	1	0	5	30
p18c1	18	0	0	0	0	0	0	1	0	0	1	1	1	2	3	0	0	0	0	0	5	4	1	0	0	0	0	0	0	0	0	0	2	0	1	0	2	140	6	30	3	3	0	0	15	60
p18c10	18	0	0	0	0	0	0	0	1	0	1	1	1	4	6	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	2	140	6	30	3	3	0	0	10	55
p18c2	18	0	0	0	0	0	0	1	0	0	1	2	1	5	6	0	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	1	0	0	1	0	2	140	6	30	3	3	0	0	30	50
p18c3	18	0	1	0	0	0	1	1	2	0	0	1	1	5	4	1	0	0	0	0	1	3	1	0	1	0	1	0	0	1	0	1	0	0	1	0	2	140	6	30	3	3	0	0	20	55
p18c4	18	0	0	0	0	0	0	0	1	0	1	2	1	6	5	1	0	0	0	0	1	3	1	0	0	0	1	0	0	1	0	0	0	0	1	0	2	140	6	30	3	3	0	0	10	60
p18c5	18	0	0	0	0	0	0	1	0	0	0	1	1	1	2	0	0	0	0	0	6	5	1	0	1	0	1	0	0	2	0	1	2	0	1	0	2	140	6	30	3	3	0	0	20	40
p18c6	18	0	0	0	0	0	0	1	0	0	0	1	2	4	3	0	0	0	0	0	4	2	1	0	1	0	1	0	0	1	1	0	0	0	1	0	2	140	6	30	3	3	0	0	5	40
p18c7	18	0	0	0	0	0	0	1	0	0	0	2	1	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	140	6	30	3	3	0	0	15	55
p18c8	18	0	0	0	0	0	0	0	0	0	0	2	1	5	3	1	0	0	0	0	4	4	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	140	6	30	3	3	0	0	0	0
p18c9	18	0	0	0	0	0	0	0	0	0	0	1	2	5	5	0	0	0	0	0	1	3	1	0	0	1	1	0	0	1	1	0	0	0	1	0	2	140	6	30	3	3	0	0	20	60
p19c1	19	1	0	0	0	0	0	1	1	1	0	3	2	0	5	0	0	0	0	0	4	2	2	0	1	0	1	0	0	0	0	0	0	1	0	0	1	148	5	2.5	11.5	3	1	5	2	15
p19c10	19	1	0	0	0	0	0	1	0	0	0	3	1	0	5	1	0	0	0	0	2	2	3	0	1	0	1	0	0	1	1	0	0	1	0	0	1	148	5	2.5	11.5	3	1	1	0	0
p19c2	19	1	0	0	0	0	0	0	0	0	1	5	1	0	3	0	0	0	0	0	4	3	3	0	0	0	1	0	0	0	1	0	0	1	0	0	1	148	5	2.5	11.5	3	1	0	2	30
p19c3	19	1	0	0	0	0	0	2	0	1	0	3	2	0	6	0	0	0	0	0	2	2	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	148	5	2.5	11.5	3	1	0	10	30
p19c4	19	0	0	0	1	0	0	1	0	1	0	2	1	0	6	0	0	0	0	0	3	2	2	0	0	0	1	0	0	1	1	0	0	1	0	0	1	148	5	2.5	11.5	3	1	2	2	25
p19c5	19	1	0	0	0	0	0	1	0	1	0	4	2	0	5	0	0	0	0	0	3	3	3	0	1	0	1	0	0	1	1	0	0	1	0	0	1	148	5	2.5	11.5	3	1	0	2	30
p19c6	19	1	0	0	0	0	0	0	1	0	0	3	1	0	4	0	0	0	0	0	5	2	2	0	0	0	1	1	0	1	1	0	0	1	0	0	1	148	5	2.5	11.5	3	1	0	2	25
p19c7	19	1	0	0	1	0	1	1	0	0	0	3	1	0	4	1	0	0	0	0	4	2	3	0	0	0	1	0	0	1	1	0	0	1	0	0	1	148	5	2.5	11.5	3	1	3	5	30
p19c8	19	1	0	0	1	0	0	1	0	1	0	4	1	0	4	0	0	0	0	0	0	2	3	0	0	0	1	0	0	0	0	0	0	1	0	0	1	148	5	2.5	11.5	3	1	4	2	25
p19c9	19	1	0	0	0	0	0	1	0	1	0	4	1	0	2	0	0	0	0	0	3	1	4	0	0	0	1	0	0	0	0	0	0	1	0	0	1	148	5	2.5	11.5	3	1	2	2	15
p20c1	20	1	0	0	0	0	1	1	0	0	0	2	1	0	6	0	0	0	0	1	4	4	2	0	1	0	1	0	0	0	1	0	0	1	0	0	1	130	6	8	3	3	0	0	2	20
p20c10	20	1	0	0	0	0	0	0	0	0	0	2	2	0	4	0	0	0	0	0	4	6	2	0	0	0	1	0	0	1	0	0	0	1	0	0	1	130	6	8	3	3	0	2	2	25
p20c2	20	2	0	0	0	0	0	1	0	0	0	2	2	0	6	0	0	0	0	0	4	3	2	0	1	0	1	0	0	1	1	0	0	1	0	0	1	130	6	8	3	3	0	0	2	25
p20c3	20	1	1	0	0	0	0	1	0	0	0	2	2	0	5	0	0	0	0	0	4	4	3	0	1	0	1	0	0	1	0	0	0	1	0	0	1	130	6	8	3	3	0	1	1	25
p20c4	20	1	0	0	0	0	0	0	0	0	0	2	1	0	5	0	0	0	0	0	4	3	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	130	6	8	3	3	0	0	2	25
p20c5	20	1	0	0	0	0	0	0	0	0	0	2	1	0	5	0	0	0	0	0	4	4	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	130	6	8	3	3	0	0	5	25
p20c6	20	0	0	0	0	0	0	1	0	0	0	2	0	0	6	0	0	0	0	0	4	3	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	130	6	8	3	3	0	0	0	0
p20c7	20	1	0	0	0	0	0	1	0	0	0	2	1	0	6	0	0	0	0	0	3	3	2	0	0	0	1	0	0	1	0	0	0	1	0	0	1	130	6	8	3	3	0	0	2	20
p20c8	20	0	1	0	0	0	0	0	0	0	0	2	1	0	6	0	0	0	0	0	4	5	3	0	0	0	1	0	2	1	0	0	0	1	0	0	1	130	6	8	3	3	0	0	5	35
p20c9	20	1	0	0	0	0	0	1	1	0	0	2	1	0	5	0	0	0	0	0	4	5	1	0	0	0	1	0	0	2	0	0	0	1	0	0	1	130	6	8	3	3	0	0	2	25
p21c1	21	4	1	2	1	1	0	0	0	0	1	3	1	0	3	0	3	0	0	0	5	3	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	108	6	15	10	3	1	2	2	35
p21c10	21	1	0	0	1	1	0	0	0	0	1	3	1	0	4	0	0	1	0	0	5	3	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	108	6	15	10	3	1	0	5	25
p21c2	21	1	0	0	1	2	0	0	0	0	0	3	1	0	4	0	0	2	0	0	5	3	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	108	6	15	10	3	1	0	2	25
p21c3	21	1	0	0	0	1	0	0	0	0	1	2	2	0	5	0	0	0	0	0	3	3	0	0	1	0	1	0	0	2	0	1	0	1	0	0	1	108	6	15	10	3	1	0	2	30
p21c4	21	1	0	0	0	2	0	0	0	0	0	3	1	0	4	0	0	1	0	0	5	3	1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	108	6	15	10	3	1	0	5	35
p21c5	21	2	0	0	1	2	0	1	1	0	0	2	1	0	3	0	0	1	0	0	5	3	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	108	6	15	10	3	1	1	5	30
p21c6	21	2	0	0	1	2	0	0	0	0	1	2	1	0	6	0	0	1	0	1	4	2	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	108	6	15	10	3	1	0	5	25
p21c7	21	1	0	0	0	0	0	0	1	0	1	2	1	0	5	0	0	1	0	0	4	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	108	6	15	10	3	1	0	5	35
p21c8	21	3	0	1	1	0	0	0	0	0	0	3	2	0	3	0	1	1	0	0	4	2	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	108	6	15	10	3	1	3	2	25
p21c9	21	1	0	0	0	0	0	0	0	0	1	3	1	0	6	1	1	1	0	0	4	3	2	0	0	0	1	0	0	0	1	0	0	1	0	0	1	108	6	15	10	3	1	0	5	25
p22c1	22	1	0	0	0	0	0	1	0	0	0	2	2	0	6	0	0	0	0	0	1	2	4	0	0	0	1	0	0	0	0	0	0	1	0	0	1	110	6	14.5	4	3	0	0	5	40
p22c10	22	1	0	0	0	0	0	2	0	0	0	2	1	1	6	0	0	0	0	0	2	3	3	1	0	0	1	0	0	0	0	1	0	1	0	0	1	110	6	14.5	4	3	0	1	2	25
p22c2	22	1	1	0	0	0	1	4	0	0	0	4	1	0	3	0	0	0	0	0	4	2	3	0	1	0	1	0	0	0	0	0	0	1	0	0	1	110	6	14.5	4	3	0	0	5	60
p22c3	22	2	0	0	0	0	0	1	0	0	0	1	1	1	5	0	0	0	0	0	4	3	4	0	0	0	1	0	0	0	0	0	0	1	0	0	1	110	6	14.5	4	3	0	1	2	25
p22c4	22	0	0	0	1	0	0	1	0	0	0	1	2	0	5	0	0	0	0	0	3	3	4	0	0	0	1	0	0	0	0	0	0	1	0	0	1	110	6	14.5	4	3	0	2	2	25
p22c5	22	2	0	0	0	0	0	2	0	0	0	4	1	0	3	0	0	0	0	1	1	2	4	0	0	0	1	0	0	0	1	0	0	1	0	0	1	110	6	14.5	4	3	0	1	5	45
p22c6	22	1	0	0	0	0	0	3	1	0	0	2	1	1	4	0	0	0	0	0	4	3	4	0	0	0	1	0	0	0	0	0	0	1	0	0	1	110	6	14.5	4	3	0	0	2	60
p22c7	22	4	0	0	0	0	0	1	0	0	0	1	1	0	3	0	0	0	0	0	3	3	4	0	0	0	1	0	0	1	0	0	0	1	0	0	1	110	6	14.5	4	3	0	2	2	35
p22c8	22	1	1	0	1	0	0	1	0	0	0	1	2	0	4	0	0	0	0	0	4	3	3	2	0	0	1	0	0	1	0	1	0	1	0	0	1	110	6	14.5	4	3	0	2	2	25
p22c9	22	2	1	0	0	0	0	1	0	0	0	4	2	0	3	0	0	0	0	1	2	3	4	0	0	0	1	0	0	0	0	0	0	1	0	0	1	110	6	14.5	4	3	0	0	5	40
