Stock   Sample  Length  Sex Age A.solomoni  A.serenum   Goussia Anisakis    Hystero.L   Hystero.A   Tergestia   Derogenes Ectenurus Pseudaxine  Gastrocotyle    Heteraxinoides
SOUTH 10  234 1   3 0   0   1   0   0   0   0   0   0   0   11  0
SOUTH 10  229 1   3 0   0   1   2   0   0   0   0   0   1   1   0
SOUTH 10  224 1   2 0   0   1   14  0   0   0   0   0   0   0   0
SOUTH 10  229 1   2 0   0   1   0   0   0   0   0   0   0   3   0
SOUTH 10  252 1   3 0   0   1   11  0   0   0   0   0   0   3   0
SOUTH 10  241 1   2 0   0   1   1   0   0   0   0   0   0   3   0
SOUTH 10  230 1   2 0   0   1   7   0   0   0   0   0   1   14  0
SOUTH 10  255 2   2 0   0   1   4   0   0   0   0   0   0   2   0
SOUTH 10  255 2   2 0   0   0   0   0   0   0   0   0   1   10  0
SOUTH 10  203 1   2 0   0   0   0   0   0   0   0   0   1   17  0
SOUTH 10  217 1   2 0   0   1   1   0   0   0   0   0   0   3   0
SOUTH 10  214 2   2 0   0   1   0   0   0   0   0   0   0   6   0
SOUTH 10  225 2   2 0   0   1   1   0   0   0   0   0   1   0   0
SOUTH 10  209 2   2 0   0   1   0   0   0   0   0   0   0   7   0
SOUTH 10  213 2   2 0   0   1   0   0   0   0   0   0   2   11  0
SOUTH 10  217 2   2 0   0   1   0   0   0   0   0   0   0   2   0
SOUTH 10  214 1   2 0   0   1   0   0   0   0   0   0   6   16  0
SOUTH 10  213 1   2 0   0   1   1   0   0   0   0   0   1   3   0
SOUTH 10  213 2   2 0   0   1   0   0   0   0   0   0   0   5   0
SOUTH 10  232 1   2 0   0   1   6   0   0   0   0   0   0   26  0
SOUTH 10  210 1   2 0   0   0   0   0   0   0   0   0   1   0   0
SOUTH 10  212 1   2 0   0   1   0   0   0   0   0   0   0   17  0
SOUTH 10  202 1   2 0   0   0   0   0   0   0   0   0   0   0   0
SOUTH 10  218 1   2 0   0   1   0   0   0   0   0   0   4   8   0
SOUTH 10  202 1   2 0   0   1   1   0   0   0   0   0   0   0   0
SOUTH 10  208 1   2 0   0   1   0   0   0   0   0   0   0   7   0
SOUTH 10  206 1   3 0   0   1   0   0   0   0   0   0   1   0   0
SOUTH 10  206 1   2 0   0   1   0   0   0   0   0   0   0   2   0
SOUTH 10  256 1   2 0   0   1   3   0   0   0   0   0   0   3   0
SOUTH 10  212 2   2 0   0   1   1   0   0   0   0   0   7   4   0
SOUTH 10  210 1   2 0   0   1   1   0   0   0   0   0   1   11  0
SOUTH 10  192 1   2 0   0   1   0   0   0   0   0   0   0   11  0
SOUTH 10  216 1   2 0   0   1   0   0   0   0   0   0   1   6   0
SOUTH 10  217 2   2 0   0   1   1   0   0   0   0   0   0   16  0
SOUTH 10  206 1   2 0   0   1   1   0   0   0   0   0   1   0   0
SOUTH 10  206 2   2 0   0   1   1   0   0   0   0   0   0   1   0
SOUTH 10  197 1   2 0   0   1   1   0   0   0   0   0   0   1   0
SOUTH 10  208 1   2 0   0   1   0   0   0   0   0   0   0   4   0
SOUTH 10  204 2   2 0   0   1   2   0   0   0   0   0   0   4   0
SOUTH 10  231 1   2 0   0   1   0   0   0   0   0   0   0   3   0
SOUTH 10  189 1   2 0   0   1   0   0   0   0   0   0   0   4   0
SOUTH 10  200 1   2 0   0   1   0   0   0   0   0   0   1   23  0
SOUTH 10  208 1   2 0   0   0   0   0   0   0   0   0   0   0   0
SOUTH 10  202 1   2 0   0   1   0   0   0   0   0   0   3   6   0
SOUTH 10  207 2   2 0   0   1   0   0   0   0   0   0   5   11  0
SOUTH 10  181 1   2 0   0   1   0   0   0   0   0   0   1   2   0
SOUTH 10  216 1   2 0   0   1   0   0   0   0   0   0   2   13  0
SOUTH 10  201 2   2 0   0   1   1   0   0   0   0   0   4   3   0
SOUTH 10  188 1   2 0   0   1   0   0   0   0   0   0   1   14  0
SOUTH 10  215 2   2 0   0   0   0   0   0   0   0   0   0   0   0
SOUTH 10  204 2   1 0   0   1   0   0   0   0   0   0   0   1   0
SOUTH 10  198 1   2 0   0   1   0   0   0   0   0   0   0   0   0
SOUTH 10  187 1   2 0   0   0   0   0   0   0   0   0   2   1   0
SOUTH 10  203 1   2 0   0   0   0   0   0   0   0   0   0   1   0
SOUTH 10  241 1   3 0   0   1   9   0   0   0   0   0   2   3   0
SOUTH 10  237 2   3 0   0   1   2   0   0   0   0   0   0   3   0
SOUTH 10  216 1   2 0   0   0   0   0   0   0   0   0   0   0   0
SOUTH 10  239 1   3 0   0   0   1   0   0   0   0   0   0   3   1
SOUTH 10  226 2   2 0   0   1   0   0   0   0   0   0   1   15  0
SOUTH 10  263 2   3 0   0   1   13  0   0   0   0   0   0   4   0
SOUTH 10  236 1   3 0   0   1   5   0   0   0   0   0   0   2   0
SOUTH 10  247 1   3 0   0   1   8   0   0   0   0   0   0   10  0
SOUTH 10  272 2   3 0   0   1   10  0   0   0   0   0   0   2   0
SOUTH 10  257 2   4 0   0   1   0   0   0   0   0   0   0   1   0
SOUTH 10  234 1   2 0   0   0   0   0   0   0   0   0   0   2   0
SOUTH 10  238 2   3 0   0   1   3   0   0   0   0   0   1   0   0
SOUTH 10  236 1   2 0   0   0   1   0   0   0   0   0   1   20  0
SOUTH 10  252 1   2 0   0   1   6   0   0   0   0   0   2   8   0
SOUTH 10  246 1   3 0   0   1   0   0   0   0   0   0   2   4   0
AFRICAN   11  253 1 4   0   0   0   0   0   0   0   0   0   1   0 0
AFRICAN   11  241 1 3   0   0   0   0   1   0   0   0   0   0   1 0
AFRICAN   11  222 1 3   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  236 1 3   0   0   0   1   0   0   0   0   0   0   0 0
AFRICAN   11  246 2 2   0   1   0   0   0   0   0   0   2   0   0 0
AFRICAN   11  233 2 3   0   0   0   0   0   0   0   0   0   0   1 0
AFRICAN   11  237 2 3   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  224 1 3   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  240 1 3   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  210 1 2   0   0   0   0   1   0   0   0   0   0   1 0
AFRICAN   11  206 1 3   0   0   0   0   0   0   0   0   0   0   4 0
AFRICAN   11  212 2 2   0   0   0   2   0   0   0   0   0   0   0 0
AFRICAN   11  219 2 2   0   0   0   0   0   0   0   0   0   0   2 0
AFRICAN   11  222 2 2   0   0   0   0   0   0   0   0   0   1   1 0
AFRICAN   11  220 1 2   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  213 2 3   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  200 1 2   0   0   0   0   1   0   0   0   0   0   0 0
AFRICAN   11  224 1 2   0   0   0   0   0   0   0   0   0   0   1 0
AFRICAN   11  228 1 2   0   0   0   0   6   0   0   0   0   0   1 0
AFRICAN   11  223 2 2   0   0   0   0   0   0   0   0   0   0   1 0
AFRICAN   11  220 1 3   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  230 1 2   0   0   0   0   0   0   0   0   0   0   4 0
AFRICAN   11  210 2 3   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  217 2 2   0   0   0   0   0   0   0   0   2   0   0 0
AFRICAN   11  229 1 2   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  243 1 2   0   0   0   0   0   0   0   0   0   0   4 0
AFRICAN   11  211 1 2   0   0   0   0   0   0   0   0   0   0   1 0
AFRICAN   11  209 1 2   0   0   0   0   1   0   0   0   0   0   2 0
AFRICAN   11  220 1 2   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  240 2 2   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  221 2 2   0   0   0   0   0   0   0   0   0   0   2 0
AFRICAN   11  214 1 2   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  205 1 2   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  213 1 3   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  240 1 3   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  205 1 2   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  226 2 2   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  237 1 3   0   0   0   0   0   0   0   0   0   0   1 0
AFRICAN   11  229 1 3   0   0   0   0   1   0   0   0   0   0   1 0
AFRICAN   11  224 1 2   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  219 1 2   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  218 1 2   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  214 1 2   0   0   0   0   0   0   0   0   0   0   1 0
AFRICAN   11  220 1 2   0   0   0   0   0   0   0   0   0   0   3 0
AFRICAN   11  214 1 2   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  221 1 2   0   0   0   0   1   0   0   0   0   0   0 0
AFRICAN   11  235 1 2   0   0   0   0   0   0   0   0   0   0   1 0
AFRICAN   11  233 1 3   0   0   0   0   0   0   0   0   1   0   1 0
AFRICAN   11  243 2 3   0   0   0   0   0   0   0   0   0   0   0 0
AFRICAN   11  226 2 2   0   0   0   0   3   0   0   0   0   0   0 0
