id	g4txt	groups	g4	g9	exclude	EPT	TKQ	TKT	AVV	VEL	MXA	AREA	MAXREF	TRKDIS	MAXSEG	ORIENT	ELLRATIO	ELONG	COMPACT	CHY	MAXREF1	MINREF	SDREF	PERI	ELLMAJ	ELLMIN	STT	HEYW	HYDROR	WADDEL	AVINT	MAXINT	CHX	AVREF	RREF	flocksize	MINDIST	DIST	BEAR	HEAD
175	bird	gulls	4	7	0	9	3.44	3	38.11	41	18	11	1241	26725	3	99.02	2.76	4.53	0.55	2.75	998	505	156	14.69	6.22	2.25	31	1.25	0.75	3.74	1.29	5.83	2.2	762	493	1	895.49	1375.93	296	161
185	bird	gulls	4	7	0	8	2.38	1	34.75	32	18	6	1485	21029	2	121.1	2.94	8	0.5	2	761	580	88	11.12	4.74	1.61	19	1.28	0.54	2.76	0.56	4.47	1.5	675	181	1	459.72	554.29	348	359
189	bird	gulls	4	7	0	3	3.67	3	27.67	25	10	10	1502	16187	4	20.82	2.58	5.8	0.67	2	1437	694	451	13.66	5.73	2.22	11	1.22	0.73	3.57	0.93	5.39	3.33	1072	743	1	367.86	496.69	287	215
190	bird	gulls	4	7	0	4	3.5	3	24.25	27	10	10	1715	17469	4	0.77	2.16	4	0.83	2.5	1715	710	502	12.83	5.24	2.43	14	1.14	0.78	3.57	1.12	4.47	3.33	1079	1005	2	323.63	464.51	101	169
191	bird	gulls	4	7	0	4	3.5	3	49.75	37	11	11	1322	24257	3	66.95	2.18	3.71	0.55	2.75	1322	556	250	13.51	5.53	2.53	14	1.15	0.81	3.74	1.37	5.1	2.2	831	766	1	559.32	673.74	217	156
197	bird	gulls	4	7	0	2	2	1	54	63	40	40	1237	41251	5	83.65	5.04	5.02	0.48	5.71	1237	226	233	36.28	16.02	3.18	4	1.62	1.1	7.14	2.96	14.87	2.86	818	1011	2	935.52	999.89	134	188
198	bird	gulls	4	7	0	3	2.33	1	44	50	11	7	929	32991	2	97.92	2.57	8	0.88	3.5	769	536	124	11.41	4.79	1.86	7	1.22	0.61	2.99	0.56	4.47	1.75	676	233	1	1847.47	1905.59	82	19
199	bird	gulls	4	7	0	3	2	1	36	30	19	7	1275	19368	3	160.67	2.59	5.71	0.58	1.75	911	639	144	11.44	4.81	1.85	6	1.22	0.61	2.99	0.78	4.47	2.33	764	272	1	971.59	971.59	244	336
200	bird	gulls	4	7	0	4	2	1	53.5	49	34	34	894	31900	5	106.49	2.59	2.98	0.63	5.67	858	146	1067	25.23	10.6	4.09	8	1.22	1.35	6.58	3.04	9.06	3.78	628	712	1	2636.97	2717.96	266	208
201	bird	gulls	4	7	0	4	2.25	1	37.75	41	24	16	1083	26915	5	35.82	3.23	5.81	0.44	2.67	876	431	137	18.86	8.11	2.51	9	1.33	0.85	4.51	1.34	7.81	2.67	688	445	1	1423.01	1477.41	344	312
202	bird	gulls	4	7	0	4	2.5	1	51	52	16	12	1086	34415	4	45	2.24	4.92	0.75	3	1030	405	179	14.24	5.86	2.61	10	1.16	0.84	3.91	1.15	5.66	3	735	625	1	1419.78	1554.9	320	124
203	bird	gulls	4	7	0	4	2.75	1	43.25	42	51	51	1125	27722	9	138.86	5.77	6.13	0.26	3.4	1019	80	202	43.62	19.35	3.36	11	1.72	1.17	8.06	2.94	18.03	3.92	628	939	1	1340.53	1446.13	28	193
204	bird	gulls	4	7	0	4	2.25	1	56.75	64	20	7	1170	42058	2	82.1	2.57	8	0.88	3.5	1060	694	165	11.41	4.79	1.86	9	1.22	0.61	2.99	0.56	4.47	1.75	904	366	1	558.5	703.52	77	268
205	bird	gulls	4	7	0	4	1.25	1	54.5	54	12	7	1261	35507	3	135	2.21	6	0.78	2.33	1010	611	143	10.83	4.44	2.01	5	1.15	0.65	2.99	0.71	4.24	2.33	852	399	1	787.53	888.39	240	168
206	bird	gulls	4	7	0	5	2.4	1	53.6	50	8	7	981	32469	2	105.74	4.29	10	0.39	2.33	880	586	113	14.1	6.18	1.44	12	1.5	0.5	2.99	0.63	6.32	1.17	745	294	1	1785.07	1797.47	261	183
207	bird	gulls	4	7	0	5	2.8	1	44.2	62	13	5	1180	40634	2	79.39	3.68	13.33	0.63	2.5	1071	721	130	11.14	4.84	1.32	14	1.41	0.45	2.52	0.34	4.47	1.25	880	350	1	1067.8	1067.8	90	223
208	bird	gulls	4	7	0	5	1.6	1	34	50	20	12	1244	32896	4	142.56	2.69	4.53	0.6	2.4	1163	639	195	15.19	6.41	2.38	8	1.24	0.79	3.91	1.29	5.83	3	931	524	1	1004.04	1004.04	229	68
209	bird	gulls	4	7	0	5	2.2	1	47.4	45	33	15	1204	29289	4	68.1	2.38	4	0.75	3.75	1204	614	210	16.24	6.74	2.83	11	1.18	0.92	4.37	1.46	5.83	3	878	590	1	915.97	1028.41	116	137
210	bird	gulls	4	7	0	5	1	1	53.6	48	19	12	1291	31377	4	100.28	2.54	3.57	0.75	3	889	436	149	14.88	6.23	2.45	5	1.21	0.81	3.91	1.4	5	3	642	453	1	1044.37	1044.37	303	197
211	bird	gulls	4	7	0	5	1.6	1	45.8	38	19	10	1439	24874	4	46.17	2.22	3.33	0.63	2.5	1439	451	277	12.94	5.31	2.4	8	1.15	0.77	3.57	1.34	4.47	2.5	879	988	1	700.16	790.09	226	43
212	bird	gulls	4	7	0	6	2.33	1	53.33	34	61	6	1439	22548	3	66.91	3.56	6	0.5	2	1111	253	307	12.03	5.21	1.47	14	1.39	0.5	2.76	0.71	4.24	1.5	783	858	39	624.11	637.4	293	220
213	bird	gulls	4	7	0	6	2.83	1	49.83	49	18	5	1189	31947	3	34.53	2.62	6.5	0.56	1.67	816	503	132	9.7	4.08	1.56	17	1.22	0.52	2.52	0.55	3.61	1.67	680	313	1	950.68	1108.58	138	190
214	bird	gulls	4	7	0	6	2.67	1	36.33	41	24	9	1105	27010	3	57.13	3.3	6.8	0.6	3	896	436	421	14.27	6.15	1.86	16	1.34	0.63	3.39	0.86	5.83	1.8	712	460	1	1195.63	1259.29	303	99
215	bird	gulls	4	7	0	6	2.5	1	47.17	37	13	10	1090	24304	3	75.32	2.65	4.17	0.63	2.5	1019	612	239	13.79	5.81	2.19	15	1.23	0.73	3.57	1.2	5	2.5	812	407	1	823.08	926.81	235	49
216	bird	gulls	4	7	0	6	2.83	1	46.5	43	8	6	1173	28292	3	136.75	2.36	5.2	0.67	2	1068	812	318	10.24	4.25	1.8	17	1.18	0.59	2.76	0.69	3.61	2	915	256	1	631.57	731.79	232	48
217	bird	gulls	4	7	0	6	2.5	1	54.33	46	25	6	1345	30001	3	29.03	2.98	12.5	0.5	1.5	1190	709	190	11.19	4.78	1.6	15	1.29	0.54	2.76	0.4	5	2	973	481	1	942.6	1062.42	173	1
218	bird	gulls	4	7	0	7	2.86	1	31.71	31	16	6	1414	431	3	133.49	2.36	5.2	0.67	2	1099	791	168	10.24	4.25	1.8	20	1.18	0.59	2.76	0.69	3.61	2	967	308	4	110.12	131.4	227	227
219	bird	gulls	4	7	0	7	2.86	1	47.14	49	20	20	1086	32137	5	68.59	2.55	3.21	0.57	4	1064	190	207	19.23	8.06	3.16	20	1.21	1.04	5.05	2.27	7.28	2.86	718	874	1	1356.57	1558.29	257	244
220	bird	gulls	4	7	0	7	2.86	1	28.14	29	18	9	1065	19035	3	84.42	2.54	4.44	0.75	3	1042	559	221	12.88	5.39	2.13	20	1.21	0.7	3.39	1.01	4.47	2.25	801	483	1	801.84	898.54	229	16
221	bird	gulls	4	7	0	7	1.29	1	46	46	12	5	1311	30428	3	17.88	2.41	8.67	0.83	1.67	967	599	149	9.41	3.91	1.63	9	1.19	0.53	2.52	0.42	3.61	2.5	827	368	1	523.4	631.67	253	192
222	bird	gulls	4	7	0	7	1.86	1	42.14	40	19	8	1139	26488	3	50.88	3.07	7.14	0.5	2	1035	503	273	13.07	5.6	1.82	13	1.3	0.61	3.19	0.7	5	2	840	532	1	921	921	312	166
223	bird	gulls	4	7	0	7	1.71	1	42.57	42	16	9	1296	27437	3	61.42	2.51	6.25	0.75	3	961	475	183	12.83	5.37	2.14	12	1.21	0.7	3.39	0.8	5	2.25	719	486	1	575.86	698.2	234	49
224	bird	gulls	4	7	0	7	2.71	1	48.14	51	74	9	1378	33324	5	174.99	2.83	8.29	0.9	1.8	893	581	145	13.41	5.69	2.01	19	1.26	0.67	3.39	0.65	5.39	4.5	745	312	1	1064.25	1135	171	189
225	bird	gulls	4	7	0	7	2.57	1	32.57	37	21	21	1203	24304	6	29.14	2.68	4.64	0.6	3	1076	530	182	20.07	8.46	3.16	18	1.24	1.05	5.17	1.74	8.06	4.2	809	546	1	1207.95	1291.48	321	14
226	bird	gulls	4	7	0	8	2.5	1	42.75	46	12	5	1279	641	3	18.89	2.41	8.67	0.83	1.67	1223	703	222	9.41	3.91	1.63	20	1.19	0.53	2.52	0.42	3.61	2.5	923	520	1	108.77	195.44	110	110
227	bird	gulls	4	7	0	8	2.5	1	44.75	38	23	23	1038	24589	4	87.95	2.54	4.06	0.72	5.75	1014	514	194	20.6	8.63	3.39	20	1.21	1.12	5.41	1.98	8.06	2.88	730	500	1	1310.18	1916	268	205
228	bird	gulls	4	7	0	8	2.63	1	46.5	38	19	11	1256	24684	3	97.94	3.17	6.15	0.61	3.67	1073	596	275	15.52	6.66	2.1	21	1.32	0.71	3.74	1.03	6.32	1.83	844	477	1	1417	1423.13	258	170
229	bird	gulls	4	7	0	8	2	1	64.88	65	18	12	1360	42485	4	118.38	3.09	6.83	0.6	3	1139	462	240	16.05	6.88	2.22	16	1.31	0.75	3.91	0.94	6.4	2.4	788	677	1	791.55	1109.75	238	219
230	bird	gulls	4	7	0	8	2.25	1	44	46	37	14	1459	30381	6	2	2.3	4.11	0.58	2.33	1264	698	288	15.51	6.4	2.78	18	1.17	0.9	4.22	1.48	6.08	3.5	957	566	1	669.23	813.18	302	59
231	bird	gulls	4	7	0	8	3	1	51.88	51	16	7	1222	33181	4	172.28	2.57	8	0.88	1.75	1159	628	246	11.41	4.79	1.86	24	1.22	0.61	2.99	0.56	4.47	3.5	959	531	2	1036.08	1396.58	183	2
232	bird	gulls	4	7	0	9	1.33	1	52.11	50	27	8	1301	32896	3	79.72	3.14	6.44	0.53	2.67	848	527	279	13.19	5.66	1.8	12	1.32	0.61	3.19	0.84	5.39	1.6	727	321	1	693.92	693.92	339	178
233	bird	gulls	4	7	0	9	2.33	1	45.56	35	60	58	1671	22975	9	143.11	6.08	6.91	0.28	4.14	1044	88	432	47.71	21.19	3.48	21	1.77	1.22	8.59	2.87	19.85	3.87	663	956	1	1493.21	1548.75	244	204
234	bird	gulls	4	7	0	9	1.56	1	42.33	45	11	7	1324	29574	4	172.23	2.57	8	0.88	1.75	1247	692	251	11.41	4.79	1.86	14	1.22	0.61	2.99	0.56	4.47	3.5	893	555	1	496.5	496.5	268	77
235	bird	gulls	4	7	0	9	2.78	1	40.78	44	13	13	1183	29099	3	84.67	3.29	6	0.72	4.33	1026	444	202	17.14	7.38	2.24	25	1.34	0.76	4.07	1.12	6.71	2.17	748	582	1	1014.97	1544.79	87	62
236	bird	gulls	4	7	0	10	2.8	1	47.8	43	27	14	1514	592	5	127.85	2.52	3.58	0.56	2.8	1514	143	447	16.02	6.7	2.66	28	1.21	0.87	4.22	1.63	5.83	2.8	865	1371	1	136.81	180.39	294	294
237	bird	gulls	4	7	0	10	2.6	1	42.3	47	13	6	1223	30808	2	90	2.2	6.5	1	3	1031	767	136	10	4.1	1.86	26	1.15	0.6	2.76	0.55	3.61	2	865	264	1	423.96	762.22	287	111
238	bird	gulls	4	7	0	10	2.8	1	39.5	35	24	24	1294	22690	6	31.73	2.62	4.24	0.57	3.43	1294	497	220	21.27	8.94	3.42	28	1.22	1.13	5.53	2	8.49	4	794	797	1	668.14	1496.39	333	307
239	bird	gulls	4	7	0	10	1.5	1	59	52	75	50	2115	33846	11	159.82	2.81	3.72	0.6	4.17	1918	210	510	31.55	13.38	4.76	15	1.26	1.58	7.98	3.4	12.65	7.14	1057	1708	1	647.48	717.66	314	277
240	bird	gulls	4	7	0	10	2.5	1	38.7	46	15	9	1186	30143	2	72.78	3.28	5.8	0.6	3	1055	635	215	14.24	6.13	1.87	25	1.34	0.63	3.39	0.93	5.39	1.8	843	420	1	919.39	1192.48	281	110
241	bird	gulls	4	7	0	10	2.3	1	37	32	45	13	1436	20744	4	126.33	2.46	3.76	0.52	2.6	1061	423	227	15.29	6.38	2.6	23	1.2	0.85	4.07	1.5	5.66	2.6	751	638	1	943.58	943.58	74	276
242	bird	gulls	4	7	0	11	2.91	1	55.36	56	65	10	1291	36742	4	17.8	2.36	5	0.83	2.5	1026	699	174	13.23	5.48	2.32	32	1.18	0.76	3.57	1	5	3.33	882	327	1	786.19	987.29	107	280
243	bird	gulls	4	7	0	12	1.92	1	52.33	65	19	5	1329	42343	2	73.16	2.41	8.67	0.83	2.5	1131	656	331	9.41	3.91	1.63	23	1.19	0.53	2.52	0.42	3.61	1.67	991	475	1	439.17	614.03	92	281
244	bird	gulls	4	7	0	12	1.67	1	38.67	37	18	16	1391	24399	5	153.01	2.55	4.5	0.67	2.67	1391	308	322	17.19	7.2	2.83	20	1.21	0.93	4.51	1.49	6.71	4	784	1083	1	617.13	719.49	321	168
245	bird	gulls	4	7	0	13	2.08	1	51.31	48	24	7	1283	31520	4	153.12	3.28	8.33	0.58	1.75	1283	689	376	12.55	5.41	1.65	27	1.34	0.56	2.99	0.6	5	2.33	947	594	1	461.23	461.23	283	116
246	bird	gulls	4	7	0	13	2.08	1	36.46	34	17	16	1446	22216	5	85.03	2.3	3.36	0.53	3.2	1171	455	228	16.59	6.85	2.97	27	1.17	0.96	4.51	1.81	6.08	2.67	797	716	1	638.61	734.03	209	12
247	bird	gulls	4	7	0	13	2.23	1	53.62	61	40	18	1407	39875	5	36.42	2.7	4	0.5	3	1407	502	269	18.63	7.86	2.91	29	1.24	0.97	4.79	1.8	7.21	3	889	905	1	840.64	1302.62	157	163
248	bird	gulls	4	7	0	16	2.63	1	51	56	51	10	1347	36789	2	90	3.69	12.5	0.71	5	1051	571	171	15.77	6.85	1.86	42	1.41	0.63	3.57	0.57	7.07	1.43	834	480	1	840.57	1646.11	268	270
249	bird	gulls	4	7	0	16	2.25	1	32.19	36	23	11	2252	23640	4	15.02	2.14	4.55	0.92	2.75	1300	696	316	13.41	5.47	2.56	36	1.14	0.82	3.74	1.1	5	3.67	1004	604	1	529.68	612.2	282	148
250	bird	gulls	4	7	0	18	2	1	37.78	66	52	18	1766	913	6	177.68	2.62	3.28	0.6	3	1134	428	252	18.43	7.75	2.96	36	1.23	0.98	4.79	1.95	6.4	3.6	791	706	1	97.86	278.2	130	130
251	bird	gulls	4	7	0	18	1.61	1	48.44	45	21	6	1258	29669	2	120.19	3.96	17	0.4	2	864	636	79	12.6	5.5	1.39	29	1.45	0.48	2.76	0.34	5.83	1.2	718	228	1	933.62	1679.19	240	219
252	bird	gulls	4	7	0	29	1.55	1	46	38	85	7	1724	25017	3	120.77	2.72	6.67	0.58	2.33	1444	629	258	11.66	4.93	1.81	45	1.24	0.6	2.99	0.67	4.47	1.75	918	815	5	344.61	344.61	350	176
260	bird	gulls	4	7	0	3	3	2	38.33	38	20	10	1445	16709	3	60	3.31	6.18	0.5	2.5	1403	646	361	15.07	6.49	1.96	9	1.34	0.66	3.57	0.94	5.83	2	1018	757	1	300.87	384.82	39	245
261	bird	gulls	4	7	0	4	3	2	42.75	68	12	6	1160	29811	4	160.67	3.39	8.33	0.5	1.5	872	638	155	11.79	5.09	1.5	12	1.36	0.51	2.76	0.6	5	2	768	234	1	1318.98	1318.98	9	295
262	bird	gulls	4	7	0	4	2.75	2	42.5	39	16	5	1231	17089	3	162.29	2.41	8.67	0.83	1.67	994	787	309	9.41	3.91	1.63	11	1.19	0.53	2.52	0.42	3.61	2.5	897	207	1	570.74	570.74	337	125
263	bird	gulls	4	7	0	5	3.2	2	39	45	18	17	1194	19890	5	127.8	2.41	5.2	0.57	3.4	1074	271	243	17.37	7.22	3	16	1.19	0.98	4.65	1.39	7.21	2.83	784	803	1	1134.37	1147.63	202	95
264	bird	gulls	4	7	0	6	3	2	32.5	37	13	12	1042	16377	3	83.07	2.52	4.46	0.8	4	945	480	201	14.83	6.2	2.46	18	1.21	0.81	3.91	1.21	5.39	2.4	731	465	1	1632.44	1632.44	290	124
265	bird	gulls	4	7	0	7	3.14	2	46.14	40	16	16	1029	17659	5	27.48	4.38	5.92	0.38	2.29	821	427	476	21.53	9.45	2.16	22	1.52	0.74	4.51	1.45	8.6	2.67	620	394	1	1722.94	2315.04	321	296
266	bird	gulls	4	7	0	7	3.14	2	40.86	53	15	12	955	23070	5	23.46	3.12	6.31	0.6	2.4	860	476	323	16.12	6.91	2.21	22	1.31	0.74	3.91	1.02	6.4	3	728	384	1	1831.48	1930.48	161	251
285	bird	gulls	4	7	0	3	3.33	3	39.67	37	10	8	892	24115	2	111.35	2.93	6.25	0.67	2.67	857	591	241	12.83	5.47	1.86	10	1.28	0.62	3.19	0.8	5	2	713	266	1	1308.36	1465.91	149	196
287	bird	gulls	4	7	0	3	3.33	3	30.33	30	19	19	1193	19510	5	51.08	2.76	4.33	0.53	3.17	1193	479	226	19.31	8.18	2.96	10	1.25	0.98	4.92	1.66	7.21	3.17	916	714	1	1227.53	1275.17	316	154
288	bird	gulls	4	7	0	4	3.25	3	50.75	56	9	9	1061	37026	2	77.1	3.48	8	0.5	3	1011	494	211	14.6	6.32	1.81	13	1.37	0.62	3.39	0.79	6.32	1.5	803	517	1	1114.05	1136.61	97	212
289	bird	gulls	4	7	0	4	3.5	3	29.5	31	15	8	1492	20032	3	57.93	2.85	5	0.5	2	1275	739	376	12.69	5.39	1.89	14	1.27	0.63	3.19	1	5	2	1005	536	1	637.41	637.41	24	211
290	bird	gulls	4	7	0	7	3.57	3	35.57	38	29	29	1500	25159	5	66.11	2.36	3.51	0.69	4.83	1500	527	310	22.53	9.34	3.95	25	1.18	1.29	6.08	2.42	8.49	4.14	864	973	1	990.05	1374.49	319	173
291	bird	gulls	4	7	0	7	3.29	3	47.86	53	43	5	1320	34463	3	34.51	2.62	6.5	0.56	1.67	1006	620	184	9.7	4.08	1.56	23	1.22	0.52	2.52	0.55	3.61	1.67	776	386	1	640.23	926.89	155	169
294	bird	gulls	4	7	0	27	2.59	1	38.26	43	66	40	1337	27960	10	18.4	4.95	4.79	0.38	3.08	1025	104	562	35.97	15.87	3.21	70	1.6	1.11	7.14	3.08	14.76	4.44	738	921	1	1319.2	1324.12	336	251
307	bird	gulls	4	7	0	3	1.33	1	60.33	59	7	5	1306	38830	3	135	2.58	5	0.56	1.67	1306	608	456	9.66	4.05	1.57	4	1.22	0.52	2.52	0.63	3.16	1.67	1013	698	1	513.79	513.79	190	32
308	bird	gulls	4	7	0	5	2.2	1	43.8	51	25	9	1264	33703	5	166.72	2.39	5.2	0.6	1.8	837	693	103	12.6	5.23	2.19	11	1.18	0.71	3.39	0.98	5.1	3	765	144	1	1660.78	1670.44	205	288
309	bird	gulls	4	7	0	6	2	1	49.33	40	17	5	1238	26441	3	159.81	2.41	8.67	0.83	1.67	1007	830	159	9.41	3.91	1.63	12	1.19	0.53	2.52	0.42	3.61	2.5	952	177	1	738.51	789.84	155	56
310	bird	gulls	4	7	0	6	2.33	1	42.67	40	34	30	1090	26108	6	152.06	4.84	12.81	0.33	2.31	986	512	406	30.83	13.59	2.81	14	1.59	0.97	6.18	1.12	14.32	4.29	717	474	1	2003.31	2035.03	194	261
311	bird	gulls	4	7	0	6	2.67	1	36.17	35	10	6	1562	23023	3	135.32	2.75	9	0.67	2	1049	498	196	10.83	4.58	1.67	16	1.25	0.55	2.76	0.47	4.24	2	717	551	1	241.78	547.18	229	39
312	bird	gulls	4	7	0	8	2.38	1	55.88	63	20	7	1802	41109	3	128.09	2.79	7.14	0.58	2.33	1188	479	232	11.77	4.99	1.79	19	1.26	0.59	2.99	0.7	5	1.75	848	709	1	307.66	689.32	14	195
313	bird	gulls	4	7	0	8	2.5	1	47.63	49	14	7	1246	31900	3	90	2.21	4.33	0.78	2.33	1176	753	159	10.83	4.44	2.01	20	1.15	0.65	2.99	0.83	3.61	2.33	984	423	1	628.4	792.99	286	129
314	bird	gulls	4	7	0	9	1.78	1	40.56	45	20	18	1678	29384	6	27.45	2.72	4.33	0.6	3	1154	586	680	18.69	7.9	2.9	16	1.24	0.96	4.79	1.66	7.21	3.6	833	568	1	494.67	904.58	310	317
315	bird	gulls	4	7	0	10	2.4	1	63.1	72	24	13	1400	46900	4	49.81	3.09	8.33	0.43	2.17	1400	334	389	16.69	7.15	2.32	24	1.31	0.78	4.07	0.85	7.07	2.6	900	1066	1	426.77	688	259	49
316	bird	gulls	4	7	0	10	2.1	1	58.6	60	35	10	1322	39495	3	95.48	4.48	8.15	0.48	3.33	912	484	145	17.19	7.55	1.69	21	1.53	0.58	3.57	0.89	7.28	1.43	746	428	1	629.13	1616.77	80	72
317	bird	gulls	4	7	0	11	2.55	1	40.82	31	32	32	1181	20364	11	7.23	3.93	4.03	0.48	2.91	994	110	263	29	12.65	3.22	28	1.45	1.1	6.38	2.77	11.18	4.57	649	884	1	1208.16	1640.18	225	253
318	bird	gulls	4	7	0	14	2.5	1	42.57	43	20	5	1573	27865	3	158.39	3.04	20	0.63	1.25	883	454	234	10.29	4.4	1.45	35	1.3	0.49	2.52	0.22	4.47	2.5	729	429	2	469.23	853.43	254	252
319	bird	gulls	4	7	0	33	1.67	1	45.97	53	46	15	1672	34510	4	133.19	3.22	4.55	0.5	3	1236	567	358	18.25	7.85	2.43	55	1.33	0.82	4.37	1.56	7.07	2.5	905	669	1	434.77	814.17	1	320
322	bird	gulls	4	7	0	3	3	2	35.33	41	15	15	1195	17849	4	119.38	3.05	4.5	0.5	3	1195	558	211	17.84	7.63	2.5	9	1.3	0.84	4.37	1.49	6.71	2.5	800	637	1	1528.04	1580.84	50	297
323	bird	gulls	4	7	0	3	3	2	39.67	44	13	8	1368	19415	4	157.74	3.1	7.25	0.53	1.6	1037	478	174	13.12	5.62	1.81	9	1.31	0.61	3.19	0.74	5.39	2.67	761	559	2	533.57	533.57	141	220
328	bird	gulls	4	7	0	4	3.25	3	54	53	22	22	757	34938	4	36.22	5.41	10.63	0.25	2	742	517	136	27.82	12.31	2.27	13	1.67	0.79	5.29	1.23	13.04	2.75	663	225	1	4245.69	4245.69	323	134
329	bird	gulls	4	7	0	4	3.5	3	39.75	39	15	12	1129	25681	4	109.01	2.24	3.57	0.75	3	997	547	191	14.24	5.86	2.61	14	1.16	0.84	3.91	1.4	5	3	793	450	1	963.33	1220.58	230	179
331	bird	gulls	4	7	0	15	1.93	1	53.67	59	70	19	1631	39020	9	6.37	4.25	5.13	0.42	2.11	885	497	121	23.15	10.14	2.38	29	1.5	0.82	4.92	1.77	9.06	3.8	690	388	1	1203.85	1378.36	349	0
332	bird	gulls	4	7	0	17	1.88	1	59.35	59	22	9	1471	38688	4	166.98	2.68	5.56	0.75	2.25	1286	470	419	13.14	5.54	2.07	32	1.24	0.68	3.39	0.9	5	3	863	816	3	347.33	418.15	277	156
338	bird	gulls	4	7	0	2	2.5	1	38.5	40	13	13	1044	25966	5	178.25	2.62	3.41	0.65	2.6	1044	508	168	15.66	6.58	2.51	5	1.22	0.83	4.07	1.58	5.39	3.25	763	536	2	1186.95	1186.95	335	317
340	bird	gulls	4	7	0	2	2.5	1	31.5	31	27	21	1283	20459	4	71.91	2.33	4.3	0.75	5.25	1283	535	232	19.07	7.89	3.39	5	1.17	1.1	5.17	1.77	7.62	3	1036	748	1	930.42	930.42	168	266
341	bird	gulls	4	7	0	3	2.33	1	29.67	27	23	23	986	17991	5	121.22	2.49	3.7	0.55	3.83	986	393	158	20.43	8.53	3.43	7	1.2	1.13	5.41	2.11	7.81	3.29	711	593	6	1826.71	1860.88	238	316
342	bird	gulls	4	7	0	3	2.33	1	53.33	68	8	8	1065	44811	3	135	2.12	5.14	0.89	2.67	849	277	218	11.41	4.65	2.19	7	1.14	0.7	3.19	0.82	4.24	2.67	628	572	1	990.36	1216.09	210	171
343	bird	gulls	4	7	0	3	2.33	1	43.33	43	33	11	1285	28292	5	179.71	2.5	4.33	0.73	2.2	1285	740	232	14.16	5.92	2.37	7	1.2	0.78	3.74	1.18	5.1	3.67	1050	545	5	1043.21	1043.21	166	260
344	bird	gulls	4	7	0	3	2.67	1	55.67	65	14	5	1134	42580	3	154.25	3.91	16.67	0.42	1.25	763	497	252	11.44	4.99	1.28	8	1.44	0.44	2.52	0.3	5	1.67	644	266	1	965.65	1071	284	282
345	bird	gulls	4	7	0	3	1.67	1	48	52	23	11	1167	34036	4	37.79	2.88	9.11	0.55	2.2	1124	399	235	14.94	6.36	2.2	5	1.27	0.74	3.74	0.7	6.4	2.75	844	725	1	731.8	731.8	8	192
346	bird	gulls	4	7	0	4	2	1	41.25	45	29	9	1262	29621	5	4.47	2.83	8.29	0.9	1.8	871	208	210	13.41	5.69	2.01	8	1.26	0.67	3.39	0.65	5.39	4.5	638	663	1	1183.84	1183.84	43	243
347	bird	gulls	4	7	0	4	2.75	1	45	47	16	6	1136	30570	3	70.09	2.39	5.2	0.67	2	927	837	68	10.29	4.27	1.79	11	1.19	0.58	2.76	0.69	3.61	2	874	90	1	1122.47	1170.55	152	197
348	bird	gulls	4	7	0	4	1	1	36.5	34	19	10	1104	22596	3	76.84	2.86	4.33	0.5	2.5	1048	758	234	14.21	6.04	2.11	4	1.27	0.7	3.57	1.18	5.1	2	866	290	1	1000.64	1000.64	108	284
349	bird	gulls	4	7	0	4	1.25	1	56	69	15	9	1188	45523	3	63.51	2.51	5.56	0.75	3	1102	488	268	12.83	5.37	2.14	5	1.21	0.7	3.39	0.9	5	2.25	834	614	1	966.48	966.48	98	275
350	bird	gulls	4	7	0	4	2	1	48.25	52	14	14	1381	33751	5	70.63	2.24	3.37	0.56	2.8	1381	484	522	15.37	6.32	2.82	8	1.16	0.91	4.22	1.68	5.66	2.8	874	897	1	888.39	899.79	303	226
351	bird	gulls	4	7	0	4	2.25	1	50.5	49	41	41	1393	31947	6	73.09	3.88	3.68	0.43	5.13	1318	178	415	32.63	14.22	3.67	9	1.44	1.26	7.23	3.44	12.65	3.42	818	1140	1	895.12	981.01	297	162
352	bird	gulls	4	7	0	4	2.75	1	48.25	41	15	15	1224	26773	3	79.67	2.62	5.63	0.83	5	1224	503	210	16.83	7.08	2.7	11	1.23	0.89	4.37	1.19	6.71	2.5	897	721	1	1077.69	1077.69	140	300
353	bird	gulls	4	7	0	4	2.25	1	48	57	22	12	1138	37169	3	69.63	2.57	4.53	0.6	3	1000	572	155	14.94	6.27	2.44	9	1.22	0.8	3.91	1.29	5.83	2.4	786	428	1	918.07	1080.41	290	309
354	bird	gulls	4	7	0	4	2.75	1	48.75	45	10	10	1335	29241	2	114.02	3.59	11.56	0.42	2.5	974	693	105	15.59	6.76	1.88	11	1.39	0.64	3.57	0.62	7.21	1.67	852	281	2	970.9	1003.57	73	285
355	bird	gulls	4	7	0	4	1.75	1	32.25	33	15	15	1248	21836	5	43.98	2.28	3.4	0.6	3	1248	631	204	16.02	6.6	2.89	7	1.17	0.94	4.37	1.71	5.83	3	938	617	1	777	848.13	359	197
356	bird	gulls	4	7	0	5	2.4	1	52.6	57	26	6	1214	37501	3	57.36	2.39	5.2	0.67	2	1167	553	261	10.29	4.27	1.79	12	1.19	0.58	2.76	0.69	3.61	2	918	614	1	499.01	622.01	95	260
357	bird	gulls	4	7	0	5	2.2	1	32.4	32	29	20	1482	20839	5	116.07	2.39	2.9	0.56	3.33	1430	538	242	18.78	7.8	3.27	11	1.18	1.06	5.05	2.31	6.71	3.33	985	892	1	1144.85	1167.06	127	238
