Transect	Sex	Capitula	Time	Temperature	PercFlower	Bees	AMPM	TimeC	TimeUnit
3	1	5	15	23	48.47375	0	0	15	17
3	1	5	15	23	48.47375	0	1	15.5	18
4	1	1	15	23	62.17985	0	0	15	17
4	1	1	15	23	62.17985	0	1	15.5	18
4	1	2	15	23	13.6502865	0	0	15	17
4	1	2	15	23	13.6502865	0	1	15.5	18
4	1	3	15	23	25.2368865	0	0	15	17
4	1	3	15	23	25.2368865	0	1	15.5	18
4	1	4	15	23	41.4895265	0	0	15	17
4	1	4	15	23	41.4895265	0	1	15.5	18
4	1	5	15	23	44.9843465	0.5	0	15	17
4	1	5	15	23	44.9843465	0	1	15.5	18
5	1	1	15	23	12.3723065	0	0	15	17
5	1	1	15	23	12.3723065	0	1	15.5	18
5	1	2	15	23	32.8608065	0	0	15	17
5	1	2	15	23	32.8608065	0	1	15.5	18
5	1	3	15	23	45.85185	0.5	0	15	17
5	1	3	15	23	45.85185	0	1	15.5	18
5	1	4	15	23	49.8639065	0	0	15	17
5	1	4	15	23	49.8639065	0	1	15.5	18
5	1	5	15	23	96.1977465	0	0	15	17
5	1	5	15	23	96.1977465	1	1	15.5	18
6	0	1	15	23	14.9910665	0.5	0	15	17
6	0	1	15	23	14.9910665	0.5	1	15.5	18
6	0	2	15	23	70.4616	0	0	15	17
6	0	2	15	23	70.4616	1.5	1	15.5	18
6	0	3	15	23	5.1298965	1	0	15	17
6	0	3	15	23	5.1298965	2	1	15.5	18
6	0	4	15	23	3.6424	0.5	0	15	17
6	0	4	15	23	3.6424	0	1	15.5	18
6	0	5	15	23	19.0134065	0	0	15	17
6	0	5	15	23	19.0134065	1	1	15.5	18
7	0	1	15	23	13.7083765	0.5	0	15	17
7	0	1	15	23	13.7083765	1.5	1	15.5	18
7	0	2	15	23	13.6581365	0.5	0	15	17
7	0	2	15	23	13.6581365	1	1	15.5	18
7	0	3	15	23	13.6581365	1	0	15	17
7	0	3	15	23	13.6581365	0	1	15.5	18
7	0	4	15	23	7.8459965	0.5	0	15	17
7	0	4	15	23	7.8459965	1	1	15.5	18
7	0	5	15	23	5.6322965	0	0	15	17
7	0	5	15	23	5.6322965	2	1	15.5	18
1	1	1	16	25	34.18675	0	0	16	19
1	1	1	16	25	34.18675	0.5	1	16.5	20
1	1	2	16	25	15.89625	0	0	16	19
1	1	2	16	25	15.89625	0	1	16.5	20
1	1	3	16	25	46.54265	0	0	16	19
1	1	3	16	25	46.54265	0.5	1	16.5	20
1	1	4	16	25	54.07865	0	0	16	19
1	1	4	16	25	54.07865	0.5	1	16.5	20
1	1	5	16	25	24.71965	0	0	16	19
1	1	5	16	25	24.71965	0	1	16.5	20
2	1	1	16	25	35.23865	0	0	16	19
2	1	1	16	25	35.23865	0	1	16.5	20
2	1	2	16	25	44.15625	0	0	16	19
2	1	2	16	25	44.15625	0	1	16.5	20
2	1	3	16	25	53.29365	0	0	16	19
2	1	3	16	25	53.29365	0	1	16.5	20
2	1	4	16	25	42.746704	0	0	16	19
2	1	4	16	25	42.746704	0	1	16.5	20
2	1	5	16	25	9.0746	0	0	16	19
2	1	5	16	25	9.0746	0	1	16.5	20
3	1	1	16	25	22.8906	0	0	16	19
3	1	1	16	25	22.8906	0.5	1	16.5	20
3	1	2	16	25	15.89625	0	0	16	19
3	1	2	16	25	15.89625	0	1	16.5	20
3	1	3	16	25	37.37385	0	0	16	19
3	1	3	16	25	37.37385	0	1	16.5	20
3	1	4	16	25	26.4074	0	0	16	19
3	1	4	16	25	26.4074	0	1	16.5	20
3	1	5	16	25	47.7594	0	0	16	19
3	1	5	16	25	47.7594	0	1	16.5	20
4	1	1	16	25	56.71625	0	0	16	19
4	1	1	16	25	56.71625	0	1	16.5	20
4	1	2	16	25	7.54385	0	0	16	19
4	1	2	16	25	7.54385	0	1	16.5	20
4	1	3	16	25	18.84785	0	0	16	19
4	1	3	16	25	18.84785	0	1	16.5	20
4	1	4	16	25	36.2984	0	0	16	19
4	1	4	16	25	36.2984	0	1	16.5	20
4	1	5	16	25	28.26	0.5	0	16	19
4	1	5	16	25	28.26	0	1	16.5	20
5	1	1	16	25	8.54865	0	0	16	19
5	1	1	16	25	8.54865	0	1	16.5	20
5	1	2	16	25	24.6176	0	0	16	19
5	1	2	16	25	24.6176	0	1	16.5	20
5	1	3	16	25	45.75765	0	0	16	19
5	1	3	16	25	45.75765	0	1	16.5	20
5	1	4	16	25	38.465	0.5	0	16	19
5	1	4	16	25	38.465	0	1	16.5	20
5	1	5	16	25	89.87465	0	0	16	19
5	1	5	16	25	89.87465	0.5	1	16.5	20
6	0	1	16	25	8.54865	0.5	0	16	19
6	0	1	16	25	8.54865	0.5	1	16.5	20
6	0	2	16	25	56.52	0	0	16	19
6	0	2	16	25	56.52	1	1	16.5	20
6	0	3	16	25	2.198	1	0	16	19
6	0	3	16	25	2.198	1	1	16.5	20
6	0	4	16	25	1.26385	0.5	0	16	19
6	0	4	16	25	1.26385	0	1	16.5	20
6	0	5	16	25	17.15225	0	0	16	19
6	0	5	16	25	17.15225	0.5	1	16.5	20
7	0	1	16	25	9.11385	0.5	0	16	19
7	0	1	16	25	9.11385	0.5	1	16.5	20
7	0	2	16	25	9.61625	0.5	0	16	19
7	0	2	16	25	9.61625	0.5	1	16.5	20
7	0	3	16	25	0.38465	0.5	0	16	19
7	0	3	16	25	0.38465	0	1	16.5	20
7	0	4	16	25	7.01005	0.5	0	16	19
7	0	4	16	25	7.01005	0.5	1	16.5	20
7	0	5	16	25	2.5434	0	0	16	19
7	0	5	16	25	2.5434	1	1	16.5	20
