"x","y"
542750,411950
542850,411950
542950,411950
543050,411950
543150,411950
543250,411950
543350,411950
543450,411950
543550,411950
543650,411950
543750,411950
543850,411950
543950,411950
544050,411950
544150,411950
544250,411950
544350,411950
544450,411950
544550,411950
544650,411950
544750,411950
544850,411950
544950,411950
545050,411950
545150,411950
545250,411950
545350,411950
545450,411950
545550,411950
545650,411950
545750,411950
534250,412050
534350,412050
534450,412050
534550,412050
534650,412050
534750,412050
534850,412050
534950,412050
535050,412050
535150,412050
535250,412050
535350,412050
535450,412050
535550,412050
535650,412050
535750,412050
535850,412050
535950,412050
536050,412050
536150,412050
536250,412050
536350,412050
536450,412050
536550,412050
536650,412050
536750,412050
536850,412050
536950,412050
537050,412050
537150,412050
537250,412050
537350,412050
537450,412050
537550,412050
537650,412050
537750,412050
537850,412050
537950,412050
538050,412050
538150,412050
538250,412050
538350,412050
538450,412050
538550,412050
538650,412050
538750,412050
538850,412050
538950,412050
539050,412050
539150,412050
539250,412050
539350,412050
539450,412050
539550,412050
539650,412050
539750,412050
539850,412050
539950,412050
540050,412050
540150,412050
540250,412050
540350,412050
540450,412050
540550,412050
540650,412050
540750,412050
540850,412050
540950,412050
541050,412050
541150,412050
541250,412050
541350,412050
541450,412050
541550,412050
541650,412050
541750,412050
541850,412050
541950,412050
542050,412050
542150,412050
542250,412050
542350,412050
542450,412050
542550,412050
542650,412050
542750,412050
542850,412050
542950,412050
543050,412050
543150,412050
543250,412050
543350,412050
543450,412050
543550,412050
543650,412050
543750,412050
543850,412050
543950,412050
544050,412050
544150,412050
544250,412050
544350,412050
544450,412050
544550,412050
544650,412050
544750,412050
544850,412050
544950,412050
545050,412050
545150,412050
545250,412050
545350,412050
545450,412050
545550,412050
545650,412050
545750,412050
534250,412150
534350,412150
534450,412150
534550,412150
534650,412150
534750,412150
534850,412150
534950,412150
535050,412150
535150,412150
535250,412150
535350,412150
535450,412150
535550,412150
535650,412150
535750,412150
535850,412150
535950,412150
536050,412150
536150,412150
536250,412150
536350,412150
536450,412150
536550,412150
536650,412150
536750,412150
536850,412150
536950,412150
537050,412150
537150,412150
537250,412150
537350,412150
537450,412150
537550,412150
537650,412150
537750,412150
537850,412150
537950,412150
538050,412150
538150,412150
538250,412150
538350,412150
538450,412150
538550,412150
538650,412150
538750,412150
538850,412150
538950,412150
539050,412150
539150,412150
539250,412150
539350,412150
539450,412150
539550,412150
539650,412150
539750,412150
539850,412150
539950,412150
540050,412150
540150,412150
540250,412150
540350,412150
540450,412150
540550,412150
540650,412150
540750,412150
540850,412150
540950,412150
541050,412150
541150,412150
541250,412150
541350,412150
541450,412150
541550,412150
541650,412150
541750,412150
541850,412150
541950,412150
542050,412150
542150,412150
542250,412150
542350,412150
542450,412150
542550,412150
542650,412150
542750,412150
542850,412150
542950,412150
543050,412150
543150,412150
543250,412150
543350,412150
543450,412150
543550,412150
543650,412150
543750,412150
543850,412150
543950,412150
544050,412150
544150,412150
544250,412150
544350,412150
544450,412150
544550,412150
544650,412150
544750,412150
544850,412150
544950,412150
545050,412150
545150,412150
545250,412150
545350,412150
545450,412150
545550,412150
545650,412150
545750,412150
534250,412250
534350,412250
534450,412250
534550,412250
534650,412250
534750,412250
534850,412250
534950,412250
535050,412250
535150,412250
535250,412250
535350,412250
535450,412250
535550,412250
535650,412250
535750,412250
535850,412250
535950,412250
536050,412250
536150,412250
536250,412250
536350,412250
536450,412250
536550,412250
536650,412250
536750,412250
536850,412250
536950,412250
537050,412250
537150,412250
537250,412250
537350,412250
537450,412250
537550,412250
537650,412250
537750,412250
537850,412250
537950,412250
538050,412250
538150,412250
538250,412250
538350,412250
538450,412250
538550,412250
538650,412250
538750,412250
538850,412250
538950,412250
539050,412250
539150,412250
539250,412250
539350,412250
539450,412250
539550,412250
539650,412250
539750,412250
539850,412250
539950,412250
540050,412250
540150,412250
540250,412250
540350,412250
540450,412250
540550,412250
540650,412250
540750,412250
540850,412250
540950,412250
541050,412250
541150,412250
541250,412250
541350,412250
541450,412250
541550,412250
541650,412250
541750,412250
541850,412250
541950,412250
542050,412250
542150,412250
542250,412250
542350,412250
542450,412250
542550,412250
542650,412250
542750,412250
542850,412250
542950,412250
543050,412250
543150,412250
543250,412250
543350,412250
543450,412250
543550,412250
543650,412250
543750,412250
543850,412250
543950,412250
544050,412250
544150,412250
544250,412250
544350,412250
544450,412250
544550,412250
544650,412250
544750,412250
544850,412250
544950,412250
545050,412250
545150,412250
545250,412250
545350,412250
545450,412250
545550,412250
545650,412250
545750,412250
534250,412350
534350,412350
534450,412350
534550,412350
534650,412350
534750,412350
534850,412350
534950,412350
535050,412350
535150,412350
535250,412350
535350,412350
535450,412350
535550,412350
535650,412350
535750,412350
535850,412350
535950,412350
536050,412350
536150,412350
536250,412350
536350,412350
536450,412350
536550,412350
536650,412350
536750,412350
536850,412350
536950,412350
537050,412350
537150,412350
537250,412350
537350,412350
537450,412350
537550,412350
537650,412350
537750,412350
537850,412350
537950,412350
538050,412350
538150,412350
538250,412350
538350,412350
538450,412350
538550,412350
538650,412350
538750,412350
538850,412350
538950,412350
539050,412350
539150,412350
539250,412350
539350,412350
539450,412350
539550,412350
539650,412350
539750,412350
539850,412350
539950,412350
540050,412350
540150,412350
540250,412350
540350,412350
540450,412350
540550,412350
540650,412350
540750,412350
540850,412350
540950,412350
541050,412350
541150,412350
541250,412350
541350,412350
541450,412350
541550,412350
541650,412350
541750,412350
541850,412350
541950,412350
542050,412350
542150,412350
542250,412350
542350,412350
542450,412350
542550,412350
542650,412350
542750,412350
542850,412350
542950,412350
543050,412350
543150,412350
543250,412350
543350,412350
543450,412350
543550,412350
543650,412350
543750,412350
543850,412350
543950,412350
544050,412350
544150,412350
544250,412350
544350,412350
544450,412350
544550,412350
544650,412350
544750,412350
544850,412350
544950,412350
545050,412350
545150,412350
545250,412350
545350,412350
545450,412350
545550,412350
545650,412350
545750,412350
534250,412450
534350,412450
534450,412450
534550,412450
534650,412450
534750,412450
534850,412450
534950,412450
535050,412450
535150,412450
535250,412450
535350,412450
535450,412450
535550,412450
535650,412450
535750,412450
535850,412450
535950,412450
536050,412450
536150,412450
536250,412450
536350,412450
536450,412450
536550,412450
536650,412450
536750,412450
536850,412450
536950,412450
537050,412450
537150,412450
537250,412450
537350,412450
537450,412450
537550,412450
537650,412450
537750,412450
537850,412450
537950,412450
538050,412450
538150,412450
538250,412450
538350,412450
538450,412450
538550,412450
538650,412450
538750,412450
538850,412450
538950,412450
539050,412450
539150,412450
539250,412450
539350,412450
539450,412450
539550,412450
539650,412450
539750,412450
539850,412450
539950,412450
540050,412450
540150,412450
540250,412450
540350,412450
540450,412450
540550,412450
540650,412450
540750,412450
540850,412450
540950,412450
541050,412450
541150,412450
541250,412450
541350,412450
541450,412450
541550,412450
541650,412450
541750,412450
541850,412450
541950,412450
542050,412450
542150,412450
542250,412450
542350,412450
542450,412450
542550,412450
542650,412450
542750,412450
542850,412450
542950,412450
543050,412450
543150,412450
543250,412450
543350,412450
543450,412450
543550,412450
543650,412450
543750,412450
543850,412450
543950,412450
544050,412450
544150,412450
544250,412450
544350,412450
544450,412450
544550,412450
544650,412450
544750,412450
544850,412450
544950,412450
545050,412450
545150,412450
545250,412450
545350,412450
545450,412450
545550,412450
545650,412450
545750,412450
534250,412550
534350,412550
534450,412550
534550,412550
534650,412550
534750,412550
534850,412550
534950,412550
535050,412550
535150,412550
535250,412550
535350,412550
535450,412550
535550,412550
535650,412550
535750,412550
535850,412550
535950,412550
536050,412550
536150,412550
536250,412550
536350,412550
536450,412550
536550,412550
536650,412550
536750,412550
536850,412550
536950,412550
537050,412550
537150,412550
537250,412550
537350,412550
537450,412550
537550,412550
537650,412550
537750,412550
537850,412550
537950,412550
538050,412550
538150,412550
538250,412550
538350,412550
538450,412550
538550,412550
538650,412550
538750,412550
538850,412550
538950,412550
539050,412550
539150,412550
539250,412550
539350,412550
539450,412550
539550,412550
539650,412550
539750,412550
539850,412550
539950,412550
540050,412550
540150,412550
540250,412550
540350,412550
540450,412550
540550,412550
540650,412550
540750,412550
540850,412550
540950,412550
541050,412550
541150,412550
541250,412550
541350,412550
541450,412550
541550,412550
541650,412550
541750,412550
541850,412550
541950,412550
542050,412550
542150,412550
542250,412550
542350,412550
542450,412550
542550,412550
542650,412550
542750,412550
542850,412550
542950,412550
543050,412550
543150,412550
543250,412550
543350,412550
543450,412550
543550,412550
543650,412550
543750,412550
543850,412550
543950,412550
544050,412550
544150,412550
544250,412550
544350,412550
544450,412550
544550,412550
544650,412550
544750,412550
544850,412550
544950,412550
545050,412550
545150,412550
545250,412550
545350,412550
545450,412550
545550,412550
545650,412550
545750,412550
534250,412650
534350,412650
534450,412650
534550,412650
534650,412650
534750,412650
534850,412650
534950,412650
535050,412650
535150,412650
535250,412650
535350,412650
535450,412650
535550,412650
535650,412650
535750,412650
535850,412650
535950,412650
536050,412650
536150,412650
536250,412650
536350,412650
536450,412650
536550,412650
536650,412650
536750,412650
536850,412650
536950,412650
537050,412650
537150,412650
537250,412650
537350,412650
537450,412650
537550,412650
537650,412650
537750,412650
537850,412650
537950,412650
538050,412650
538150,412650
538250,412650
538350,412650
538450,412650
538550,412650
538650,412650
538750,412650
538850,412650
538950,412650
539050,412650
539150,412650
539250,412650
539350,412650
539450,412650
539550,412650
539650,412650
539750,412650
539850,412650
539950,412650
540050,412650
540150,412650
540250,412650
540350,412650
540450,412650
540550,412650
540650,412650
540750,412650
540850,412650
540950,412650
541050,412650
541150,412650
541250,412650
541350,412650
541450,412650
541550,412650
541650,412650
541750,412650
541850,412650
541950,412650
542050,412650
542150,412650
542250,412650
542350,412650
542450,412650
542550,412650
542650,412650
542750,412650
542850,412650
542950,412650
543050,412650
543150,412650
543250,412650
543350,412650
543450,412650
543550,412650
543650,412650
543750,412650
543850,412650
543950,412650
544050,412650
544150,412650
544250,412650
544350,412650
544450,412650
544550,412650
544650,412650
544750,412650
544850,412650
544950,412650
545050,412650
545150,412650
545250,412650
545350,412650
545450,412650
545550,412650
545650,412650
545750,412650
534250,412750
534350,412750
534450,412750
534550,412750
534650,412750
534750,412750
534850,412750
534950,412750
535050,412750
535150,412750
535250,412750
535350,412750
535450,412750
535550,412750
535650,412750
535750,412750
535850,412750
535950,412750
536050,412750
536150,412750
536250,412750
536350,412750
536450,412750
536550,412750
536650,412750
536750,412750
536850,412750
536950,412750
537050,412750
537150,412750
537250,412750
537350,412750
537450,412750
537550,412750
537650,412750
537750,412750
537850,412750
537950,412750
538050,412750
538150,412750
538250,412750
538350,412750
538450,412750
538550,412750
538650,412750
538750,412750
538850,412750
538950,412750
539050,412750
539150,412750
539250,412750
539350,412750
539450,412750
539550,412750
539650,412750
539750,412750
539850,412750
539950,412750
540050,412750
540150,412750
540250,412750
540350,412750
540450,412750
540550,412750
540650,412750
540750,412750
540850,412750
540950,412750
541050,412750
541150,412750
541250,412750
541350,412750
541450,412750
541550,412750
541650,412750
541750,412750
541850,412750
541950,412750
542050,412750
542150,412750
542250,412750
542350,412750
542450,412750
542550,412750
542650,412750
542750,412750
542850,412750
542950,412750
543050,412750
543150,412750
543250,412750
543350,412750
543450,412750
543550,412750
543650,412750
543750,412750
543850,412750
543950,412750
544050,412750
544150,412750
544250,412750
544350,412750
544450,412750
544550,412750
544650,412750
544750,412750
544850,412750
544950,412750
545050,412750
545150,412750
545250,412750
545350,412750
545450,412750
545550,412750
545650,412750
545750,412750
534250,412850
534350,412850
534450,412850
534550,412850
534650,412850
534750,412850
534850,412850
534950,412850
535050,412850
535150,412850
535250,412850
535350,412850
535450,412850
535550,412850
535650,412850
535750,412850
535850,412850
535950,412850
536050,412850
536150,412850
536250,412850
536350,412850
536450,412850
536550,412850
536650,412850
536750,412850
536850,412850
536950,412850
537050,412850
537150,412850
537250,412850
537350,412850
537450,412850
537550,412850
537650,412850
537750,412850
537850,412850
537950,412850
538050,412850
538150,412850
538250,412850
538350,412850
538450,412850
538550,412850
538650,412850
538750,412850
538850,412850
538950,412850
539050,412850
539150,412850
539250,412850
539350,412850
539450,412850
539550,412850
539650,412850
539750,412850
539850,412850
539950,412850
540050,412850
540150,412850
540250,412850
540350,412850
540450,412850
540550,412850
540650,412850
540750,412850
540850,412850
540950,412850
541050,412850
541150,412850
541250,412850
541350,412850
541450,412850
541550,412850
541650,412850
541750,412850
541850,412850
541950,412850
542050,412850
542150,412850
542250,412850
542350,412850
542450,412850
542550,412850
542650,412850
542750,412850
542850,412850
542950,412850
543050,412850
543150,412850
543250,412850
543350,412850
543450,412850
543550,412850
543650,412850
543750,412850
543850,412850
543950,412850
544050,412850
544150,412850
544250,412850
544350,412850
544450,412850
544550,412850
544650,412850
544750,412850
544850,412850
544950,412850
545050,412850
545150,412850
545250,412850
545350,412850
545450,412850
545550,412850
545650,412850
545750,412850
534250,412950
534350,412950
534450,412950
534550,412950
534650,412950
534750,412950
534850,412950
534950,412950
535050,412950
535150,412950
535250,412950
535350,412950
535450,412950
535550,412950
535650,412950
535750,412950
535850,412950
535950,412950
536050,412950
536150,412950
536250,412950
536350,412950
536450,412950
536550,412950
536650,412950
536750,412950
536850,412950
536950,412950
537050,412950
537150,412950
537250,412950
537350,412950
537450,412950
537550,412950
537650,412950
537750,412950
537850,412950
537950,412950
538050,412950
538150,412950
538250,412950
538350,412950
538450,412950
538550,412950
538650,412950
538750,412950
538850,412950
538950,412950
539050,412950
539150,412950
539250,412950
539350,412950
539450,412950
539550,412950
539650,412950
539750,412950
539850,412950
539950,412950
540050,412950
540150,412950
540250,412950
540350,412950
540450,412950
540550,412950
540650,412950
540750,412950
540850,412950
540950,412950
541050,412950
541150,412950
541250,412950
541350,412950
541450,412950
541550,412950
541650,412950
541750,412950
541850,412950
541950,412950
542050,412950
542150,412950
542250,412950
542350,412950
542450,412950
542550,412950
542650,412950
542750,412950
542850,412950
542950,412950
543050,412950
543150,412950
543250,412950
543350,412950
543450,412950
543550,412950
543650,412950
543750,412950
543850,412950
543950,412950
544050,412950
544150,412950
544250,412950
544350,412950
544450,412950
544550,412950
544650,412950
544750,412950
544850,412950
544950,412950
545050,412950
545150,412950
545250,412950
545350,412950
545450,412950
545550,412950
545650,412950
545750,412950
534250,413050
534350,413050
534450,413050
534550,413050
534650,413050
534750,413050
534850,413050
534950,413050
535050,413050
535150,413050
535250,413050
535350,413050
535450,413050
535550,413050
535650,413050
535750,413050
535850,413050
535950,413050
536050,413050
536150,413050
536250,413050
536350,413050
536450,413050
536550,413050
536650,413050
536750,413050
536850,413050
536950,413050
537050,413050
537150,413050
537250,413050
537350,413050
537450,413050
537550,413050
537650,413050
537750,413050
537850,413050
537950,413050
538050,413050
538150,413050
538250,413050
538350,413050
538450,413050
538550,413050
538650,413050
538750,413050
538850,413050
538950,413050
539050,413050
539150,413050
539250,413050
539350,413050
539450,413050
539550,413050
539650,413050
539750,413050
539850,413050
539950,413050
540050,413050
540150,413050
540250,413050
540350,413050
540450,413050
540550,413050
540650,413050
540750,413050
540850,413050
540950,413050
541050,413050
541150,413050
541250,413050
541350,413050
541450,413050
541550,413050
541650,413050
541750,413050
541850,413050
541950,413050
542050,413050
542150,413050
542250,413050
542350,413050
542450,413050
542550,413050
542650,413050
542750,413050
542850,413050
542950,413050
543050,413050
543150,413050
543250,413050
543350,413050
543450,413050
543550,413050
543650,413050
543750,413050
543850,413050
543950,413050
544050,413050
544150,413050
544250,413050
544350,413050
544450,413050
544550,413050
544650,413050
544750,413050
544850,413050
544950,413050
545050,413050
545150,413050
545250,413050
545350,413050
545450,413050
545550,413050
545650,413050
545750,413050
534250,413150
534350,413150
534450,413150
534550,413150
534650,413150
534750,413150
534850,413150
534950,413150
535050,413150
535150,413150
535250,413150
535350,413150
535450,413150
535550,413150
535650,413150
535750,413150
535850,413150
535950,413150
536050,413150
536150,413150
536250,413150
536350,413150
536450,413150
536550,413150
536650,413150
536750,413150
536850,413150
536950,413150
537050,413150
537150,413150
537250,413150
537350,413150
537450,413150
537550,413150
537650,413150
537750,413150
537850,413150
537950,413150
538050,413150
538150,413150
538250,413150
538350,413150
538450,413150
538550,413150
538650,413150
538750,413150
538850,413150
538950,413150
539050,413150
539150,413150
539250,413150
539350,413150
539450,413150
539550,413150
539650,413150
539750,413150
539850,413150
539950,413150
540050,413150
540150,413150
540250,413150
540350,413150
540450,413150
540550,413150
540650,413150
540750,413150
540850,413150
540950,413150
541050,413150
541150,413150
541250,413150
541350,413150
541450,413150
541550,413150
541650,413150
541750,413150
541850,413150
541950,413150
542050,413150
542150,413150
542250,413150
542350,413150
542450,413150
542550,413150
542650,413150
542750,413150
542850,413150
542950,413150
543050,413150
543150,413150
543250,413150
543350,413150
543450,413150
543550,413150
543650,413150
543750,413150
543850,413150
543950,413150
544050,413150
544150,413150
544250,413150
544350,413150
544450,413150
544550,413150
544650,413150
544750,413150
544850,413150
544950,413150
545050,413150
545150,413150
545250,413150
545350,413150
545450,413150
545550,413150
545650,413150
545750,413150
534250,413250
534350,413250
534450,413250
534550,413250
534650,413250
534750,413250
534850,413250
534950,413250
535050,413250
535150,413250
535250,413250
535350,413250
535450,413250
535550,413250
535650,413250
535750,413250
535850,413250
535950,413250
536050,413250
536150,413250
536250,413250
536350,413250
536450,413250
536550,413250
536650,413250
536750,413250
536850,413250
536950,413250
537050,413250
537150,413250
537250,413250
537350,413250
537450,413250
537550,413250
537650,413250
537750,413250
537850,413250
537950,413250
538050,413250
538150,413250
538250,413250
538350,413250
538450,413250
538550,413250
538650,413250
538750,413250
538850,413250
538950,413250
539050,413250
539150,413250
539250,413250
539350,413250
539450,413250
539550,413250
539650,413250
539750,413250
539850,413250
539950,413250
540050,413250
540150,413250
540250,413250
540350,413250
540450,413250
540550,413250
540650,413250
540750,413250
540850,413250
540950,413250
541050,413250
541150,413250
541250,413250
541350,413250
541450,413250
541550,413250
541650,413250
541750,413250
541850,413250
541950,413250
542050,413250
542150,413250
542250,413250
542350,413250
542450,413250
542550,413250
542650,413250
542750,413250
542850,413250
542950,413250
543050,413250
543150,413250
543250,413250
543350,413250
543450,413250
543550,413250
543650,413250
543750,413250
543850,413250
543950,413250
544050,413250
544150,413250
544250,413250
544350,413250
544450,413250
544550,413250
544650,413250
544750,413250
544850,413250
544950,413250
545050,413250
545150,413250
545250,413250
545350,413250
545450,413250
545550,413250
545650,413250
545750,413250
534250,413350
534350,413350
534450,413350
534550,413350
534650,413350
534750,413350
534850,413350
534950,413350
535050,413350
535150,413350
535250,413350
535350,413350
535450,413350
535550,413350
535650,413350
535750,413350
535850,413350
535950,413350
536050,413350
536150,413350
536250,413350
536350,413350
536450,413350
536550,413350
536650,413350
536750,413350
536850,413350
536950,413350
537050,413350
537150,413350
537250,413350
537350,413350
537450,413350
537550,413350
537650,413350
537750,413350
537850,413350
537950,413350
538050,413350
538150,413350
538250,413350
538350,413350
538450,413350
538550,413350
538650,413350
538750,413350
538850,413350
538950,413350
539050,413350
539150,413350
539250,413350
539350,413350
539450,413350
539550,413350
539650,413350
539750,413350
539850,413350
539950,413350
540050,413350
540150,413350
540250,413350
540350,413350
540450,413350
540550,413350
540650,413350
540750,413350
540850,413350
540950,413350
541050,413350
541150,413350
541250,413350
541350,413350
541450,413350
541550,413350
541650,413350
541750,413350
541850,413350
541950,413350
542050,413350
542150,413350
542250,413350
542350,413350
542450,413350
542550,413350
542650,413350
542750,413350
542850,413350
542950,413350
543050,413350
543150,413350
543250,413350
543350,413350
543450,413350
543550,413350
543650,413350
543750,413350
543850,413350
543950,413350
544050,413350
544150,413350
544250,413350
544350,413350
544450,413350
544550,413350
544650,413350
544750,413350
544850,413350
544950,413350
545050,413350
545150,413350
545250,413350
545350,413350
545450,413350
545550,413350
545650,413350
545750,413350
534250,413450
534350,413450
534450,413450
534550,413450
534650,413450
534750,413450
534850,413450
534950,413450
535050,413450
535150,413450
535250,413450
535350,413450
535450,413450
535550,413450
535650,413450
535750,413450
535850,413450
535950,413450
536050,413450
536150,413450
536250,413450
536350,413450
536450,413450
536550,413450
536650,413450
536750,413450
536850,413450
536950,413450
537050,413450
537150,413450
537250,413450
537350,413450
537450,413450
537550,413450
537650,413450
537750,413450
537850,413450
537950,413450
538050,413450
538150,413450
538250,413450
538350,413450
538450,413450
538550,413450
538650,413450
538750,413450
538850,413450
538950,413450
539050,413450
539150,413450
539250,413450
539350,413450
539450,413450
539550,413450
539650,413450
539750,413450
539850,413450
539950,413450
540050,413450
540150,413450
540250,413450
540350,413450
540450,413450
540550,413450
540650,413450
540750,413450
540850,413450
540950,413450
541050,413450
541150,413450
541250,413450
541350,413450
541450,413450
541550,413450
541650,413450
541750,413450
541850,413450
541950,413450
542050,413450
542150,413450
542250,413450
542350,413450
542450,413450
542550,413450
542650,413450
542750,413450
542850,413450
542950,413450
543050,413450
543150,413450
543250,413450
543350,413450
543450,413450
543550,413450
543650,413450
543750,413450
543850,413450
543950,413450
544050,413450
544150,413450
544250,413450
544350,413450
544450,413450
544550,413450
544650,413450
544750,413450
544850,413450
544950,413450
545050,413450
545150,413450
545250,413450
545350,413450
545450,413450
545550,413450
545650,413450
545750,413450
534250,413550
534350,413550
534450,413550
534550,413550
534650,413550
534750,413550
534850,413550
534950,413550
535050,413550
535150,413550
535250,413550
535350,413550
535450,413550
535550,413550
535650,413550
535750,413550
535850,413550
535950,413550
536050,413550
536150,413550
536250,413550
536350,413550
536450,413550
536550,413550
536650,413550
536750,413550
536850,413550
536950,413550
537050,413550
537150,413550
537250,413550
537350,413550
537450,413550
537550,413550
537650,413550
537750,413550
537850,413550
537950,413550
538050,413550
538150,413550
538250,413550
538350,413550
538450,413550
538550,413550
538650,413550
538750,413550
538850,413550
538950,413550
539050,413550
539150,413550
539250,413550
539350,413550
539450,413550
539550,413550
539650,413550
539750,413550
539850,413550
539950,413550
540050,413550
540150,413550
540250,413550
540350,413550
540450,413550
540550,413550
540650,413550
540750,413550
540850,413550
540950,413550
541050,413550
541150,413550
541250,413550
541350,413550
541450,413550
541550,413550
541650,413550
541750,413550
541850,413550
541950,413550
542050,413550
542150,413550
542250,413550
542350,413550
542450,413550
542550,413550
542650,413550
542750,413550
542850,413550
542950,413550
543050,413550
543150,413550
543250,413550
543350,413550
543450,413550
543550,413550
543650,413550
543750,413550
543850,413550
543950,413550
544050,413550
544150,413550
544250,413550
544350,413550
544450,413550
544550,413550
544650,413550
544750,413550
544850,413550
544950,413550
545050,413550
545150,413550
545250,413550
545350,413550
545450,413550
545550,413550
545650,413550
545750,413550
534250,413650
534350,413650
534450,413650
534550,413650
534650,413650
534750,413650
534850,413650
534950,413650
535050,413650
535150,413650
535250,413650
535350,413650
535450,413650
535550,413650
535650,413650
535750,413650
535850,413650
535950,413650
536050,413650
536150,413650
536250,413650
536350,413650
536450,413650
536550,413650
536650,413650
536750,413650
536850,413650
536950,413650
537050,413650
537150,413650
537250,413650
537350,413650
537450,413650
537550,413650
537650,413650
537750,413650
537850,413650
537950,413650
538050,413650
538150,413650
538250,413650
538350,413650
538450,413650
538550,413650
538650,413650
538750,413650
538850,413650
538950,413650
539050,413650
539150,413650
539250,413650
539350,413650
539450,413650
539550,413650
539650,413650
539750,413650
539850,413650
539950,413650
540050,413650
540150,413650
540250,413650
540350,413650
540450,413650
540550,413650
540650,413650
540750,413650
540850,413650
540950,413650
541050,413650
541150,413650
541250,413650
541350,413650
541450,413650
541550,413650
541650,413650
541750,413650
541850,413650
541950,413650
542050,413650
542150,413650
542250,413650
542350,413650
542450,413650
542550,413650
542650,413650
542750,413650
542850,413650
542950,413650
543050,413650
543150,413650
543250,413650
543350,413650
543450,413650
543550,413650
543650,413650
543750,413650
543850,413650
543950,413650
544050,413650
544150,413650
544250,413650
544350,413650
544450,413650
544550,413650
544650,413650
544750,413650
544850,413650
544950,413650
545050,413650
545150,413650
545250,413650
545350,413650
545450,413650
545550,413650
545650,413650
545750,413650
534250,413750
534350,413750
534450,413750
534550,413750
534650,413750
534750,413750
534850,413750
534950,413750
535050,413750
535150,413750
535250,413750
535350,413750
535450,413750
535550,413750
535650,413750
535750,413750
535850,413750
535950,413750
536050,413750
536150,413750
536250,413750
536350,413750
536450,413750
536550,413750
536650,413750
536750,413750
536850,413750
536950,413750
537050,413750
537150,413750
537250,413750
537350,413750
537450,413750
537550,413750
537650,413750
537750,413750
537850,413750
537950,413750
538050,413750
538150,413750
538250,413750
538350,413750
538450,413750
538550,413750
538650,413750
538750,413750
538850,413750
538950,413750
539050,413750
539150,413750
539250,413750
539350,413750
539450,413750
539550,413750
539650,413750
539750,413750
539850,413750
539950,413750
540050,413750
540150,413750
540250,413750
540350,413750
540450,413750
540550,413750
540650,413750
540750,413750
540850,413750
540950,413750
541050,413750
541150,413750
541250,413750
541350,413750
541450,413750
541550,413750
541650,413750
541750,413750
541850,413750
541950,413750
542050,413750
542150,413750
542250,413750
542350,413750
542450,413750
542550,413750
542650,413750
542750,413750
542850,413750
542950,413750
543050,413750
543150,413750
543250,413750
543350,413750
543450,413750
543550,413750
543650,413750
543750,413750
543850,413750
543950,413750
544050,413750
544150,413750
544250,413750
544350,413750
544450,413750
544550,413750
544650,413750
544750,413750
544850,413750
544950,413750
545050,413750
545150,413750
545250,413750
545350,413750
545450,413750
545550,413750
545650,413750
545750,413750
534250,413850
534350,413850
534450,413850
534550,413850
534650,413850
534750,413850
534850,413850
534950,413850
535050,413850
535150,413850
535250,413850
535350,413850
535450,413850
535550,413850
535650,413850
535750,413850
535850,413850
535950,413850
536050,413850
536150,413850
536250,413850
536350,413850
536450,413850
536550,413850
536650,413850
536750,413850
536850,413850
536950,413850
537050,413850
537150,413850
537250,413850
537350,413850
537450,413850
537550,413850
537650,413850
537750,413850
537850,413850
537950,413850
538050,413850
538150,413850
538250,413850
538350,413850
538450,413850
538550,413850
538650,413850
538750,413850
538850,413850
538950,413850
539050,413850
539150,413850
539250,413850
539350,413850
539450,413850
539550,413850
539650,413850
539750,413850
539850,413850
539950,413850
540050,413850
540150,413850
540250,413850
540350,413850
540450,413850
540550,413850
540650,413850
540750,413850
540850,413850
540950,413850
541050,413850
541150,413850
541250,413850
541350,413850
541450,413850
541550,413850
541650,413850
541750,413850
541850,413850
541950,413850
542050,413850
542150,413850
542250,413850
542350,413850
542450,413850
542550,413850
542650,413850
542750,413850
542850,413850
542950,413850
543050,413850
543150,413850
543250,413850
543350,413850
543450,413850
543550,413850
543650,413850
543750,413850
543850,413850
543950,413850
544050,413850
544150,413850
544250,413850
544350,413850
544450,413850
544550,413850
544650,413850
544750,413850
544850,413850
544950,413850
545050,413850
545150,413850
545250,413850
545350,413850
545450,413850
545550,413850
545650,413850
545750,413850
534250,413950
534350,413950
534450,413950
534550,413950
534650,413950
534750,413950
534850,413950
534950,413950
535050,413950
535150,413950
535250,413950
535350,413950
535450,413950
535550,413950
535650,413950
535750,413950
535850,413950
535950,413950
536050,413950
536150,413950
536250,413950
536350,413950
536450,413950
536550,413950
536650,413950
536750,413950
536850,413950
536950,413950
537050,413950
537150,413950
537250,413950
537350,413950
537450,413950
537550,413950
537650,413950
537750,413950
537850,413950
537950,413950
538050,413950
538150,413950
538250,413950
538350,413950
538450,413950
538550,413950
538650,413950
538750,413950
538850,413950
538950,413950
539050,413950
539150,413950
539250,413950
539350,413950
539450,413950
539550,413950
539650,413950
539750,413950
539850,413950
539950,413950
540050,413950
540150,413950
540250,413950
540350,413950
540450,413950
540550,413950
540650,413950
540750,413950
540850,413950
540950,413950
541050,413950
541150,413950
541250,413950
541350,413950
541450,413950
541550,413950
541650,413950
541750,413950
541850,413950
541950,413950
542050,413950
542150,413950
542250,413950
542350,413950
542450,413950
542550,413950
542650,413950
542750,413950
542850,413950
542950,413950
543050,413950
543150,413950
543250,413950
543350,413950
543450,413950
543550,413950
543650,413950
543750,413950
543850,413950
