"num","x","y","NDVI","Grn","Wet","T61"
992,1120,1750,0.417088,0.0400949,-0.0280858,296.367
993,1190,1750,0.40607,0.0321504,-0.0208425,296.785
994,1260,1750,0.318064,0.0195501,-0.0338275,297.201
995,1330,1750,0.410077,0.0331733,-0.0241284,296.785
996,1400,1750,0.450789,0.0473201,-0.03186,296.367
997,1470,1750,0.367469,0.0250547,-0.0187328,296.227
998,1540,1750,0.367221,0.0267775,-0.0172303,296.227
999,1610,1750,0.424028,0.032838,-0.0134478,296.367
1000,1680,1750,0.44811,0.047679,-0.021521,296.227
1001,1750,1750,0.494797,0.0569567,-0.0355554,296.367
1002,1820,1750,0.417874,0.0396343,-0.0216549,296.367
1003,1890,1750,0.45659,0.0461634,-0.0245715,296.367
1004,1960,1750,0.446031,0.0403516,-0.0252532,296.367
1005,2030,1750,0.403576,0.0354299,-0.0241261,295.948
1006,2100,1750,0.419849,0.0380225,-0.0202648,295.948
1007,2170,1750,0.486172,0.0561582,-0.0242397,295.948
1008,2240,1750,0.461038,0.0483906,-0.0219449,295.948
1009,2310,1750,0.455527,0.0498047,-0.0231021,295.948
1010,2380,1750,0.480273,0.0529163,-0.0247363,295.948
1011,2450,1750,0.43808,0.0450571,-0.0222199,295.948
1012,2520,1750,0.481317,0.0563759,-0.0348504,295.948
1013,2590,1750,0.429058,0.0388628,-0.019925,295.948
1014,2660,1750,0.374155,0.0244473,-0.0149539,295.948
1015,0,1820,0.460083,0.041712,-0.0291912,296.924
1016,70,1820,0.486743,0.0564954,-0.0253725,297.34
1017,140,1820,0.540513,0.0716,-0.039101,297.616
1018,210,1820,0.531331,0.0769911,-0.038854,297.201
1019,280,1820,0.488159,0.060374,-0.0308033,297.201
1020,350,1820,0.455843,0.0481631,-0.0316148,297.201
1021,420,1820,0.427565,0.0461106,-0.0283663,296.97
1022,490,1820,0.363944,0.0239363,-0.0133272,296.785
1023,560,1820,0.367221,0.0242752,-0.0168209,296.646
1024,630,1820,0.380254,0.0292112,-0.0171447,296.553
1025,700,1820,0.42063,0.0390488,-0.0297665,296.646
1026,770,1820,0.35567,0.024122,-0.0187352,296.785
1027,840,1820,0.395979,0.0337838,-0.0205943,296.785
1028,910,1820,0.408701,0.0326351,-0.0257184,296.785
1029,980,1820,0.404386,0.0338089,-0.020386,296.785
1030,1050,1820,0.386383,0.031182,-0.0235125,296.367
1031,1120,1820,0.403868,0.0309459,-0.0254489,296.367
1032,1190,1820,0.381325,0.0283732,-0.0157871,296.646
1033,1260,1820,0.440569,0.0432891,-0.0281917,296.877
1034,1330,1820,0.377483,0.0256156,-0.0313501,296.877
1035,1400,1820,0.450008,0.0419645,-0.0313952,296.367
1036,1470,1820,0.381955,0.0266515,-0.0165831,296.227
1037,1540,1820,0.38755,0.0280063,-0.0144158,296.274
1038,1610,1820,0.48487,0.0552963,-0.0273544,296.227
1039,1680,1820,0.479623,0.0536537,-0.0312395,296.367
1040,1750,1820,0.427934,0.0387964,-0.0260169,296.274
1041,1820,1820,0.403181,0.0316332,-0.0180155,295.948
1042,1890,1820,0.421433,0.0379818,-0.0205966,295.948
1043,1960,1820,0.436983,0.0428658,-0.0252296,295.948
1044,2030,1820,0.390318,0.0306912,-0.011239,295.948
1045,2100,1820,0.42977,0.0402502,-0.0184639,295.948
1046,2170,1820,0.403046,0.0335373,-0.0153925,295.948
1047,2240,1820,0.379312,0.0267959,-0.011801,295.948
1048,2310,1820,0.424677,0.0388867,-0.0179076,295.948
1049,2380,1820,0.385699,0.0238941,-0.0181014,295.948
1050,2450,1820,0.405588,0.02996,-0.0162189,295.948
1051,2520,1820,0.432662,0.0439483,-0.0231559,295.948
1052,2590,1820,0.376484,0.0248282,-0.0148687,295.948
1053,2660,1820,0.380904,0.0243198,-0.0181175,295.948
1054,0,1890,0.426332,0.0397749,-0.0299916,297.616
1055,70,1890,0.393846,0.0348043,-0.0277463,297.616
1056,140,1890,0.496132,0.0678971,-0.054685,297.616
1057,210,1890,0.450271,0.0492042,-0.0282473,297.57
1058,280,1890,0.362776,0.0280551,-0.0215142,297.201
1059,350,1890,0.377701,0.0253596,-0.0222574,296.924
1060,420,1890,0.34401,0.0196031,-0.0161568,296.646
1061,490,1890,0.364232,0.0230312,-0.015273,296.367
1062,560,1890,0.3594,0.0210887,-0.0133229,295.948
1063,630,1890,0.370746,0.0247107,-0.0178241,295.948
1064,700,1890,0.377373,0.0230359,-0.0139739,296.088
1065,770,1890,0.498036,0.0788987,-0.0462243,296.367
1066,840,1890,0.389328,0.0303951,-0.018478,296.506
1067,910,1890,0.398718,0.03311,-0.0293927,296.692
1068,980,1890,0.421517,0.0322767,-0.0201231,296.506
1069,1050,1890,0.395738,0.0325652,-0.0214525,296.274
1070,1120,1890,0.434268,0.0424137,-0.0280166,296.041
1071,1190,1890,0.355677,0.0259278,-0.0173727,296.367
1072,1260,1890,0.396238,0.0312652,-0.0168633,296.506
1073,1330,1890,0.412397,0.0355971,-0.0312808,296.413
1074,1400,1890,0.404386,0.0322041,-0.0225195,295.948
1075,1470,1890,0.37452,0.0226254,-0.0157527,295.948
1076,1540,1890,0.386384,0.0308742,-0.0199532,295.948
1077,1610,1890,0.496877,0.0645386,-0.0351837,295.948
1078,1680,1890,0.468,0.0515057,-0.0277332,295.948
1079,1750,1890,0.388598,0.0273083,-0.0171318,295.948
1080,1820,1890,0.381325,0.0285799,-0.0204396,295.948
1081,1890,1890,0.37752,0.0284503,-0.0126616,296.227
1082,1960,1890,0.429694,0.040341,-0.020126,296.32
1083,2030,1890,0.37516,0.0234732,-0.0150238,296.367
1084,2100,1890,0.413993,0.0334906,-0.0136316,296.367
1085,2170,1890,0.410198,0.0344857,-0.0199746,295.948
1086,2240,1890,0.458688,0.049247,-0.0190704,295.948
1087,2310,1890,0.455422,0.0479992,-0.0220948,295.948
1088,2380,1890,0.506816,0.0617082,-0.0351331,295.948
1089,2450,1890,0.511727,0.0585607,-0.0401184,295.948
1090,2520,1890,0.410604,0.0343646,-0.0199318,295.948
1091,2590,1890,0.385902,0.0277544,-0.0162799,295.948
1092,2660,1890,0.377706,0.0260718,-0.0112625,295.948
1093,0,1960,0.42066,0.0363154,-0.0216509,297.616
1094,70,1960,0.416035,0.0401147,-0.0263641,297.201
1095,140,1960,0.364558,0.0257304,-0.0130815,297.201
1096,210,1960,0.384608,0.0277134,-0.0162474,296.924
1097,280,1960,0.36996,0.0244374,-0.0209615,297.062
1098,350,1960,0.382451,0.0254381,-0.0225033,296.785
1099,420,1960,0.36175,0.0219371,-0.0234577,296.367
1100,490,1960,0.389855,0.029514,-0.0164138,296.367
1101,560,1960,0.356876,0.0207091,-0.0168034,295.948
1102,630,1960,0.416271,0.0373014,-0.0247742,295.948
1103,700,1960,0.386493,0.0244983,-0.0175315,295.948
1104,770,1960,0.540912,0.0936194,-0.0509744,295.948
1105,840,1960,0.509894,0.0659773,-0.0467259,296.367
1106,910,1960,0.417177,0.0355206,-0.023507,296.367
1107,980,1960,0.347483,0.0208908,-0.0146425,296.367
1108,1050,1960,0.37863,0.0275258,-0.0200972,296.227
1109,1120,1960,0.391221,0.0272433,-0.0125764,295.948
1110,1190,1960,0.356134,0.0235295,-0.0212354,296.367
1111,1260,1960,0.400233,0.0315727,-0.0189463,296.367
1112,1330,1960,0.40171,0.0335499,-0.0258937,296.367
1113,1400,1960,0.364558,0.027285,-0.0150695,295.948
1114,1470,1960,0.384793,0.026858,-0.0188239,295.948
1115,1540,1960,0.43742,0.0454734,-0.0225114,295.948
1116,1610,1960,0.553926,0.0872443,-0.0404721,295.948
1117,1680,1960,0.472027,0.0485301,-0.036324,295.948
1118,1750,1960,0.393693,0.0288684,-0.0152493,295.948
1119,1820,1960,0.329465,0.0191696,-0.00885703,296.367
1120,1890,1960,0.353876,0.0188194,-0.012322,296.367
1121,1960,1960,0.484539,0.0567989,-0.0315121,296.367
1122,2030,1960,0.424769,0.0430662,-0.0173204,296.367
1123,2100,1960,0.418837,0.0385287,-0.017277,296.367
1124,2170,1960,0.444728,0.0383818,-0.021088,296.088
1125,2240,1960,0.427948,0.0402747,-0.0188369,295.948
1126,2310,1960,0.474432,0.0574988,-0.0265599,296.367
1127,2380,1960,0.459653,0.0547294,-0.02939,296.367
1128,2450,1960,0.530439,0.0810897,-0.0349435,295.948
1129,2520,1960,0.461567,0.0500144,-0.0267749,295.948
1130,2590,1960,0.427942,0.0401311,-0.0140969,295.948
1131,2660,1960,0.506936,0.0559988,-0.0278947,295.948
1132,0,2030,0.385434,0.0276151,-0.0183161,296.97
1133,70,2030,0.395164,0.0336239,-0.0218159,296.506
1134,140,2030,0.379613,0.0263295,-0.0174974,296.367
1135,210,2030,0.382993,0.0257356,-0.0144885,296.46
1136,280,2030,0.400096,0.0284883,-0.0209006,296.46
1137,350,2030,0.366942,0.0229986,-0.023455,296.367
1138,420,2030,0.368086,0.0254401,-0.0198473,296.367
1139,490,2030,0.387935,0.0305287,-0.0186842,296.367
1140,560,2030,0.382237,0.0263289,-0.0200379,296.367
1141,630,2030,0.382951,0.0249392,-0.0122515,296.041
1142,700,2030,0.348537,0.0186432,-0.0170508,295.948
1143,770,2030,0.373215,0.0267478,-0.0151838,295.948
1144,840,2030,0.405896,0.0329375,-0.024951,296.32
1145,910,2030,0.396098,0.0321192,-0.024764,295.948
1146,980,2030,0.377517,0.0276325,-0.0204452,295.948
1147,1050,2030,0.379339,0.0264229,-0.0185636,296.088
1148,1120,2030,0.409708,0.0337549,-0.0160137,296.367
1149,1190,2030,0.396888,0.0307784,-0.0200611,296.367
1150,1260,2030,0.409683,0.0345321,-0.0190445,296.367
1151,1330,2030,0.430939,0.0424651,-0.0288701,296.367
1152,1400,2030,0.335578,0.0184361,-0.0326961,295.948
1153,1470,2030,0.361945,0.0218734,-0.0128182,295.948
1154,1540,2030,0.393193,0.03088,-0.0112159,295.948
1155,1610,2030,0.426493,0.0370289,-0.0273169,295.948
1156,1680,2030,0.405959,0.0314527,-0.0211568,295.948
1157,1750,2030,0.415519,0.0287925,-0.0234456,295.948
1158,1820,2030,0.370223,0.0256178,-0.0178378,296.227
1159,1890,2030,0.380763,0.0251515,-0.0108298,296.367
1160,1960,2030,0.425148,0.03997,-0.0167602,296.367
1161,2030,2030,0.491639,0.0535783,-0.0282332,296.367
1162,2100,2030,0.471008,0.0521426,-0.0176247,296.367
1163,2170,2030,0.458838,0.04869,-0.0231354,296.367
1164,2240,2030,0.474226,0.0538295,-0.0259642,296.367
1165,2310,2030,0.456891,0.0528959,-0.0249306,296.506
1166,2380,2030,0.457931,0.0506093,-0.0291135,296.506
1167,2450,2030,0.476018,0.052526,-0.0250189,296.367
1168,2520,2030,0.482765,0.0602601,-0.0223533,296.041
1169,2590,2030,0.523181,0.0776212,-0.0292245,296.227
1170,2660,2030,0.511931,0.0663198,-0.0254157,296.088
1171,0,2100,0.364361,0.0231398,-0.0145963,296.785
1172,70,2100,0.383304,0.0260569,-0.0186406,296.692
1173,140,2100,0.358867,0.0240098,-0.0153372,296.367
1174,210,2100,0.368227,0.024621,-0.0179155,296.367
1175,280,2100,0.39235,0.0261316,-0.0165262,296.367
1176,350,2100,0.386363,0.0233054,-0.0188639,296.367
1177,420,2100,0.381316,0.0272984,-0.0191719,296.646
1178,490,2100,0.433643,0.0387561,-0.0265382,296.646
1179,560,2100,0.380618,0.0232075,-0.0182966,296.646
1180,630,2100,0.41745,0.0377169,-0.0263228,296.367
1181,700,2100,0.382687,0.0282182,-0.0252061,296.088
1182,770,2100,0.406503,0.0283918,-0.020258,295.948
1183,840,2100,0.390319,0.0292786,-0.0190884,295.948
1184,910,2100,0.398235,0.0304867,-0.0195002,295.948
1185,980,2100,0.412611,0.034853,-0.0219062,295.948
1186,1050,2100,0.383801,0.0255819,-0.0241192,296.274
1187,1120,2100,0.433251,0.0411701,-0.0288587,296.553
1188,1190,2100,0.423545,0.0390155,-0.027907,296.785
1189,1260,2100,0.388767,0.02824,-0.0188706,296.646
1190,1330,2100,0.364496,0.0226145,-0.0147016,296.646
1191,1400,2100,0.552208,0.0896439,-0.0699476,296.227
1192,1470,2100,0.431762,0.0497423,-0.0534011,296.227
1193,1540,2100,0.431122,0.0410129,-0.0171079,295.948
1194,1610,2100,0.553143,0.0844904,-0.0371317,295.667
1195,1680,2100,0.566982,0.103563,-0.0370991,295.527
1196,1750,2100,0.592792,0.0998627,-0.040199,295.667
1197,1820,2100,0.517365,0.0781234,-0.044651,295.948
1198,1890,2100,0.498186,0.0614376,-0.0231144,296.367
1199,1960,2100,0.439949,0.0463355,-0.0204204,296.367
1200,2030,2100,0.496245,0.0650266,-0.0335458,296.367
1201,2100,2100,0.484781,0.0599764,-0.0249867,296.181
1202,2170,2100,0.485217,0.0584738,-0.0253322,296.367
1203,2240,2100,0.446552,0.0465842,-0.029082,296.367
1204,2310,2100,0.468201,0.053491,-0.0283029,296.785
1205,2380,2100,0.439747,0.0439144,-0.0277104,296.785
1206,2450,2100,0.422236,0.0381402,-0.0209768,296.646
1207,2520,2100,0.448448,0.0454393,-0.0215755,296.367
1208,2590,2100,0.420225,0.0362916,-0.0216673,296.367
1209,2660,2100,0.45473,0.0484415,-0.0184774,296.367
1210,0,2170,0.365265,0.0220217,-0.0172785,296.785
1211,70,2170,0.371315,0.0230907,-0.0142199,296.785
1212,140,2170,0.374155,0.0245347,-0.0148573,296.785
1213,210,2170,0.389931,0.0262082,-0.0142515,296.646
1214,280,2170,0.383318,0.028244,-0.0183271,296.367
1215,350,2170,0.392662,0.0247481,-0.0216584,296.785
1216,420,2170,0.38131,0.0274196,-0.0194649,296.367
1217,490,2170,0.389873,0.0268169,-0.0194911,296.785
1218,560,2170,0.382451,0.0257195,-0.0170445,296.785
1219,630,2170,0.372765,0.0282022,-0.0188481,296.367
1220,700,2170,0.405147,0.0293877,-0.0143897,295.948
1221,770,2170,0.448272,0.0406508,-0.0365384,295.948
1222,840,2170,0.36996,0.0265354,-0.0132983,295.948
1223,910,2170,0.366202,0.0284795,-0.0175838,295.948
1224,980,2170,0.45473,0.0474827,-0.0193986,295.948
1225,1050,2170,0.457465,0.0474941,-0.0275517,296.367
1226,1120,2170,0.430946,0.0443001,-0.0235312,296.785
1227,1190,2170,0.424769,0.0410887,-0.0229562,296.785
1228,1260,2170,0.418334,0.0422938,-0.0228698,296.785
1229,1330,2170,0.477268,0.0565908,-0.0173173,296.785
1230,1400,2170,0.501296,0.0575462,-0.0248799,296.785
1231,1470,2170,0.380566,0.0344632,-0.0528049,296.646
1232,1540,2170,0.524615,0.0752874,-0.030128,296.088
1233,1610,2170,0.560204,0.0956861,-0.0350072,295.527
1234,1680,2170,0.539615,0.0836721,-0.0393232,295.527
1235,1750,2170,0.561182,0.0915319,-0.0361514,295.527
1236,1820,2170,0.48399,0.0514368,-0.0299767,295.948
1237,1890,2170,0.49201,0.058497,-0.0265978,296.367
1238,1960,2170,0.429117,0.0447075,-0.0270055,296.785
1239,2030,2170,0.484875,0.0559057,-0.0303478,296.367
1240,2100,2170,0.502511,0.0679583,-0.0297254,295.948
1241,2170,2170,0.556728,0.0827754,-0.0314629,295.948
1242,2240,2170,0.549614,0.0830449,-0.0347392,296.367
1243,2310,2170,0.48866,0.0628204,-0.0277976,296.785
1244,2380,2170,0.494065,0.0617046,-0.0274986,296.785
1245,2450,2170,0.587953,0.0916192,-0.0402945,296.785
1246,2520,2170,0.537445,0.0797507,-0.0333904,296.367
1247,2590,2170,0.532933,0.0844649,-0.0382526,296.367
1248,2660,2170,0.403576,0.0336931,-0.0229274,296.367
1249,0,2240,0.377172,0.029273,-0.0221702,297.201
1250,70,2240,0.370135,0.0258349,-0.0177304,297.201
1251,140,2240,0.344362,0.0200999,-0.0164663,296.785
1252,210,2240,0.360407,0.0218239,-0.0157264,296.785
1253,280,2240,0.374031,0.021558,-0.0152522,296.785
1254,350,2240,0.387478,0.0274367,-0.017438,296.367
1255,420,2240,0.365581,0.0219875,-0.0135889,296.041
1256,490,2240,0.378975,0.0255414,-0.0195937,296.367
1257,560,2240,0.412699,0.0375958,-0.0178175,296.367
1258,630,2240,0.373838,0.0248879,-0.0164355,296.274
1259,700,2240,0.444722,0.0421104,-0.0191422,295.948
1260,770,2240,0.387286,0.0268422,-0.0175292,295.948
1261,840,2240,0.350852,0.0222755,-0.0161326,296.088
1262,910,2240,0.402799,0.0326154,-0.0170953,296.274
1263,980,2240,0.43808,0.0434511,-0.0268038,296.367
1264,1050,2240,0.46045,0.0519745,-0.0234355,296.367
1265,1120,2240,0.466417,0.0484427,-0.0248175,296.367
1266,1190,2240,0.416035,0.0421361,-0.0183299,296.646
1267,1260,2240,0.436552,0.0440812,-0.0279232,296.367
1268,1330,2240,0.398255,0.032573,-0.020148,296.367
1269,1400,2240,0.403576,0.032313,-0.0293983,296.785
1270,1470,2240,0.368954,0.033578,-0.0492835,296.785
1271,1540,2240,0.492663,0.0655404,-0.030881,296.413
1272,1610,2240,0.510588,0.0715155,-0.0323262,295.948
1273,1680,2240,0.390834,0.0317851,-0.0175611,295.527
1274,1750,2240,0.46767,0.053708,-0.0232312,295.527
1275,1820,2240,0.499537,0.0582116,-0.0315923,295.948
1276,1890,2240,0.376921,0.0255535,-0.014912,296.367
1277,1960,2240,0.40873,0.0344638,-0.0187982,296.646
1278,2030,2240,0.553085,0.0901386,-0.0277608,296.227
1279,2100,2240,0.547936,0.0863533,-0.0375797,295.948
1280,2170,2240,0.584401,0.0987321,-0.0342755,295.948
1281,2240,2240,0.479965,0.0630403,-0.0497212,296.227
1282,2310,2240,0.447121,0.0478624,-0.0234548,296.46
1283,2380,2240,0.447322,0.0465687,-0.0213453,296.646
1284,2450,2240,0.501253,0.0577701,-0.0238878,296.646
1285,2520,2240,0.471136,0.0538257,-0.0209688,296.367
1286,2590,2240,0.482174,0.0539787,-0.023489,296.367
1287,2660,2240,0.45465,0.0505421,-0.0273075,296.367
1288,0,2310,0.357136,0.0178568,-0.0154743,296.877
1289,70,2310,0.362016,0.0196535,-0.0156249,296.785
1290,140,2310,0.35045,0.021763,-0.011074,296.506
1291,210,2310,0.376634,0.0246575,-0.0154244,296.692
1292,280,2310,0.367408,0.0225452,-0.0124548,296.506
1293,350,2310,0.382451,0.0262281,-0.01535,296.367
1294,420,2310,0.378859,0.0242202,-0.0145903,296.274
1295,490,2310,0.400357,0.0334096,-0.0214731,296.367
1296,560,2310,0.383009,0.0308065,-0.0265449,296.367
1297,630,2310,0.388104,0.0299458,-0.016993,296.367
1298,700,2310,0.3616,0.0213263,-0.0186195,296.367
1299,770,2310,0.372765,0.0251791,-0.0223007,296.367
1300,840,2310,0.384915,0.0282739,-0.0191255,296.738
1301,910,2310,0.385074,0.0287198,-0.018105,297.016
1302,980,2310,0.416431,0.036768,-0.0253528,296.785
1303,1050,2310,0.415469,0.0311716,-0.0286153,296.553
1304,1120,2310,0.38272,0.0271051,-0.0251651,296.181
1305,1190,2310,0.397939,0.0296307,-0.0150397,296.367
1306,1260,2310,0.367009,0.026026,-0.0136012,296.367
1307,1330,2310,0.376965,0.0267217,-0.0126772,296.367
1308,1400,2310,0.364906,0.0239095,-0.0175516,296.367
1309,1470,2310,0.412121,0.0380695,-0.0280536,296.506
1310,1540,2310,0.417006,0.0423238,-0.032035,296.367
1311,1610,2310,0.478566,0.0533251,-0.0262173,295.948
1312,1680,2310,0.413841,0.038131,-0.0177024,295.948
1313,1750,2310,0.502469,0.0635315,-0.0277792,295.527
1314,1820,2310,0.415157,0.0321259,-0.0145296,295.948
1315,1890,2310,0.355247,0.0212157,-0.0163393,296.367
1316,1960,2310,0.388226,0.0242034,-0.0181561,296.367
1317,2030,2310,0.446031,0.0424933,-0.0195175,295.948
1318,2100,2310,0.497976,0.0633352,-0.0223808,295.948
1319,2170,2310,0.488037,0.0611985,-0.025767,295.948
1320,2240,2310,0.395777,0.0294324,-0.0147377,295.948
1321,2310,2310,0.457178,0.0488316,-0.0269041,296.367
1322,2380,2310,0.488499,0.0577568,-0.0305872,296.367
1323,2450,2310,0.526014,0.0770568,-0.0297839,296.367
1324,2520,2310,0.46943,0.0527583,-0.0245946,296.367
1325,2590,2310,0.477514,0.0549268,-0.0238298,296.367
1326,2660,2310,0.464373,0.0503359,-0.0240266,296.367
1327,0,2380,0.416494,0.0280244,-0.0263275,296.785
1328,70,2380,0.387378,0.0261037,-0.0250535,296.506
1329,140,2380,0.3984,0.0298595,-0.0234665,296.367
1330,210,2380,0.381873,0.0275611,-0.0195405,296.367
1331,280,2380,0.341592,0.0225483,-0.00989131,296.367
1332,350,2380,0.347483,0.0210203,-0.0181733,296.367
1333,420,2380,0.400632,0.0299734,-0.0193476,296.785
1334,490,2380,0.375092,0.026624,-0.0244393,296.785
1335,560,2380,0.380762,0.0280448,-0.0161496,296.367
1336,630,2380,0.436141,0.0356908,-0.0176996,296.367
1337,700,2380,0.401851,0.0337211,-0.0160665,296.367
1338,770,2380,0.403576,0.0348775,-0.028219,296.785
1339,840,2380,0.3701,0.026713,-0.0484908,297.34
1340,910,2380,0.411479,0.0372307,-0.0498894,297.616
1341,980,2380,0.399101,0.037517,-0.0312162,296.785
1342,1050,2380,0.371849,0.0229066,-0.0170761,296.367
1343,1120,2380,0.502211,0.0578142,-0.0269964,295.948
1344,1190,2380,0.347483,0.020802,-0.0124873,296.367
1345,1260,2380,0.383294,0.0286649,-0.0219666,296.367
1346,1330,2380,0.383294,0.0290978,-0.0174506,296.367
1347,1400,2380,0.338616,0.0154137,-0.0110384,296.367
1348,1470,2380,0.430527,0.042375,-0.0166025,295.948
1349,1540,2380,0.379976,0.0247481,-0.0334441,295.808
1350,1610,2380,0.462935,0.0567033,-0.0214097,295.948
1351,1680,2380,0.480992,0.0541721,-0.0285696,295.948
1352,1750,2380,0.441966,0.0399982,-0.0166298,295.948
1353,1820,2380,0.347874,0.020447,-0.00721955,295.948
1354,1890,2380,0.397617,0.0304463,-0.0204431,296.367
1355,1960,2380,0.452102,0.045043,-0.0380304,295.948
1356,2030,2380,0.473226,0.0523017,-0.0306285,295.948
1357,2100,2380,0.469268,0.0488301,-0.0248416,295.948
1358,2170,2380,0.503173,0.063695,-0.028854,295.948
1359,2240,2380,0.530439,0.0801729,-0.0394921,295.948
1360,2310,2380,0.496556,0.0675021,-0.0350903,296.367
1361,2380,2380,0.451051,0.053883,-0.0254721,296.367
1362,2450,2380,0.450789,0.0514514,-0.0226469,296.367
1363,2520,2380,0.45965,0.0442803,-0.0206907,296.367
1364,2590,2380,0.428143,0.0452645,-0.020714,296.367
1365,2660,2380,0.58118,0.113482,-0.063711,296.367
1366,0,2450,-9999,-9999,-9999,-9999
1367,70,2450,0.516923,0.0668307,-0.0449553,297.201
1368,140,2450,0.457494,0.0482234,-0.0320931,296.924
1369,210,2450,0.378584,0.0305692,-0.019637,296.46
1370,280,2450,0.327456,0.0161647,-0.0146834,296.088
1371,350,2450,0.356876,0.0192685,-0.018837,296.367
1372,420,2450,0.374155,0.0227792,-0.0171743,296.785
1373,490,2450,0.349684,0.0195242,-0.0158699,296.692
1374,560,2450,0.401747,0.033365,-0.0214108,296.367
1375,630,2450,0.432153,0.0437238,-0.0235529,296.367
1376,700,2450,0.374399,0.0257054,-0.0167316,296.227
1377,770,2450,0.395246,0.0277442,-0.0225492,296.646
1378,840,2450,0.394884,0.0294056,-0.0259142,297.062
1379,910,2450,0.348844,0.0179406,-0.0124402,297.201
1380,980,2450,0.392816,0.0291733,-0.0158165,296.646
1381,1050,2450,0.423051,0.0390047,-0.0138539,296.134
1382,1120,2450,0.557598,0.0874103,-0.0359399,295.854
1383,1190,2450,0.552805,0.0890085,-0.0375343,295.948
1384,1260,2450,0.33145,0.019901,-0.0107671,295.948
1385,1330,2450,0.408246,0.0335523,-0.0247363,295.667
1386,1400,2450,0.392905,0.0338224,-0.0307842,295.386
1387,1470,2450,0.523585,0.0717314,-0.0373979,294.964
1388,1540,2450,0.52149,0.0806143,-0.0531436,295.245
1389,1610,2450,0.378395,0.029664,-0.0170107,295.808
1390,1680,2450,0.357484,0.0220559,-0.0139139,295.948
1391,1750,2450,0.366049,0.0233574,-0.0122848,296.367
1392,1820,2450,0.379686,0.0258935,-0.0136072,296.367
1393,1890,2450,0.358093,0.0251443,-0.0153702,296.227
1394,1960,2450,0.472543,0.0513685,-0.0324093,295.948
1395,2030,2450,0.519591,0.074106,-0.0367443,295.948
1396,2100,2450,0.510086,0.0719306,-0.0322473,296.506
1397,2170,2450,0.457107,0.0501635,-0.0293261,296.506
1398,2240,2450,0.475144,0.0525719,-0.0294584,296.506
1399,2310,2450,0.434609,0.0435111,-0.0226823,296.785
1400,2380,2450,0.428459,0.041787,-0.0205248,296.785
1401,2450,2450,0.466365,0.0544049,-0.018078,296.367
1402,2520,2450,0.477342,0.0587646,-0.0216735,296.367
1403,2590,2450,0.477436,0.05319,-0.0235912,296.367
1404,2660,2450,0.461986,0.0419069,-0.0210922,296.367
1405,0,2520,-9999,-9999,-9999,-9999
1406,70,2520,-9999,-9999,-9999,-9999
1407,140,2520,-9999,-9999,-9999,-9999
1408,210,2520,-9999,-9999,-9999,-9999
1409,280,2520,-9999,-9999,-9999,-9999
1410,350,2520,0.464768,0.0648657,-0.0683357,296.785
1411,420,2520,0.417786,0.0355334,-0.0308861,296.367
1412,490,2520,0.512009,0.0656255,-0.0358643,296.367
1413,560,2520,0.553251,0.0901284,-0.0410518,296.367
1414,630,2520,0.566191,0.0999371,-0.0422511,296.367
1415,700,2520,0.509704,0.0794602,-0.0385346,296.274
1416,770,2520,0.425121,0.044382,-0.0327232,296.367
1417,840,2520,0.429628,0.0423773,-0.0195802,296.46
1418,910,2520,0.425063,0.0439645,-0.0220071,296.227
1419,980,2520,0.425151,0.0357982,-0.0248128,296.088
1420,1050,2520,0.565592,0.0999704,-0.047367,295.621
1421,1120,2520,0.643057,0.145989,-0.0629635,295.527
1422,1190,2520,0.528975,0.0791825,-0.0459646,295.527
1423,1260,2520,0.447124,0.0435774,-0.0310054,295.527
1424,1330,2520,0.60784,0.133532,-0.0645169,295.339
1425,1400,2520,0.497932,0.0678296,-0.0378193,294.822
1426,1470,2520,0.517395,0.0720134,-0.0382399,294.256
1427,1540,2520,0.529594,0.0762068,-0.0303274,294.964
1428,1610,2520,0.520944,0.0713866,-0.0296692,295.527
1429,1680,2520,0.435779,0.0418068,-0.0259463,296.041
1430,1750,2520,0.362676,0.0231056,-0.0202696,296.367
1431,1820,2520,0.4101,0.0331337,-0.0277152,296.646
1432,1890,2520,0.471722,0.0552263,-0.0412469,296.32
1433,1960,2520,0.364225,0.022172,-0.0109104,296.227
1434,2030,2520,0.41893,0.0367331,-0.0271982,296.227
1435,2100,2520,0.466858,0.0565053,-0.0256584,296.785
1436,2170,2520,0.503892,0.0676393,-0.0262345,296.785
1437,2240,2520,0.538551,0.0754912,-0.0316551,296.785
1438,2310,2520,0.489437,0.0590286,-0.0292678,296.785
1439,2380,2520,0.473018,0.0553709,-0.030002,296.506
1440,2450,2520,0.505046,0.0635646,-0.0249396,296.367
1441,2520,2520,0.52053,0.0754958,-0.0271629,296.367
1442,2590,2520,0.566281,0.0963672,-0.0484474,296.367
1443,2660,2520,0.424609,0.0406325,-0.0250309,295.948
1444,0,2590,-9999,-9999,-9999,-9999
1445,70,2590,-9999,-9999,-9999,-9999
1446,140,2590,-9999,-9999,-9999,-9999
1447,210,2590,-9999,-9999,-9999,-9999
1448,280,2590,-9999,-9999,-9999,-9999
1449,350,2590,0.480922,0.0935547,-0.121199,296.785
1450,420,2590,0.465208,0.0546332,-0.0275534,296.367
1451,490,2590,0.536162,0.077118,-0.035095,296.367
1452,560,2590,0.571835,0.0998337,-0.0388516,296.367
1453,630,2590,0.646445,0.169085,-0.0678983,296.367
